fecha_conteo,ubicacion_conteo,longitud_conteo,latitud_conteo,comuna_conteo,especificacion_via_conteos,sentido_circulacion_conteo,conteo_vehiculos
2024-01-03,ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,Comuna 13,calle_avenida,oeste,26667.0
2024-01-10,ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,Comuna 13,calle_avenida,oeste,27674.0
2024-01-17,ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,Comuna 13,calle_avenida,oeste,26007.0
2024-01-24,ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,Comuna 13,calle_avenida,oeste,25205.0
2024-01-31,ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,Comuna 13,calle_avenida,oeste,29462.0
2024-02-07,ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,Comuna 13,calle_avenida,oeste,32620.0
2024-02-14,ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,Comuna 13,calle_avenida,oeste,31230.0
2024-02-21,ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,Comuna 13,calle_avenida,oeste,28277.0
2024-02-28,ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,Comuna 13,calle_avenida,oeste,28257.0
2024-03-06,ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,Comuna 13,calle_avenida,oeste,29773.0
2024-03-13,ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,Comuna 13,calle_avenida,oeste,30469.0
2024-03-20,ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,Comuna 13,calle_avenida,oeste,28081.0
2024-03-27,ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,Comuna 13,calle_avenida,oeste,32124.0
2024-04-03,ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,Comuna 13,calle_avenida,oeste,30424.0
2024-04-10,ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,Comuna 13,calle_avenida,oeste,24960.0
2024-04-17,ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,Comuna 13,calle_avenida,oeste,28947.0
2024-04-24,ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,Comuna 13,calle_avenida,oeste,28850.0
2024-05-01,ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,Comuna 13,calle_avenida,oeste,23161.0
2024-05-08,ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,Comuna 13,calle_avenida,oeste,27685.0
2024-05-15,ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,Comuna 13,calle_avenida,oeste,27052.0
2024-05-22,ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,Comuna 13,calle_avenida,oeste,26032.0
2024-05-29,ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,Comuna 13,calle_avenida,oeste,26680.0
2024-06-05,ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,Comuna 13,calle_avenida,oeste,32868.0
2024-06-12,ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,Comuna 13,calle_avenida,oeste,33539.0
2024-06-19,ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,Comuna 13,calle_avenida,oeste,31559.0
2024-06-26,ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,Comuna 13,calle_avenida,oeste,31793.0
2024-07-03,ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,Comuna 13,calle_avenida,oeste,30940.0
2024-07-10,ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,Comuna 13,calle_avenida,oeste,29883.0
2024-07-17,ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,Comuna 13,calle_avenida,oeste,29103.0
2024-07-24,ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,Comuna 13,calle_avenida,oeste,28970.0
2024-07-31,ALVAREZ THOMAS AV. 1294,-58.459831,-34.578312,Comuna 13,calle_avenida,oeste,30481.0
2024-01-03,CABILDO AV. 1716,-58.453855,-34.565367,Comuna 13,calle_avenida,sur,9185.0
2024-01-10,CABILDO AV. 1716,-58.453855,-34.565367,Comuna 13,calle_avenida,sur,9121.0
2024-01-17,CABILDO AV. 1716,-58.453855,-34.565367,Comuna 13,calle_avenida,sur,8461.0
2024-01-24,CABILDO AV. 1716,-58.453855,-34.565367,Comuna 13,calle_avenida,sur,8008.0
2024-01-31,CABILDO AV. 1716,-58.453855,-34.565367,Comuna 13,calle_avenida,sur,10731.0
2024-02-07,CABILDO AV. 1716,-58.453855,-34.565367,Comuna 13,calle_avenida,sur,11890.0
2024-02-14,CABILDO AV. 1716,-58.453855,-34.565367,Comuna 13,calle_avenida,sur,9865.0
2024-02-21,CABILDO AV. 1716,-58.453855,-34.565367,Comuna 13,calle_avenida,sur,10228.0
2024-02-28,CABILDO AV. 1716,-58.453855,-34.565367,Comuna 13,calle_avenida,sur,10061.0
2024-03-06,CABILDO AV. 1716,-58.453855,-34.565367,Comuna 13,calle_avenida,sur,10755.0
2024-03-13,CABILDO AV. 1716,-58.453855,-34.565367,Comuna 13,calle_avenida,sur,8806.0
2024-03-20,CABILDO AV. 1716,-58.453855,-34.565367,Comuna 13,calle_avenida,sur,7569.0
2024-03-27,CABILDO AV. 1716,-58.453855,-34.565367,Comuna 13,calle_avenida,sur,11778.0
2024-04-03,CABILDO AV. 1716,-58.453855,-34.565367,Comuna 13,calle_avenida,sur,11438.0
2024-04-10,CABILDO AV. 1716,-58.453855,-34.565367,Comuna 13,calle_avenida,sur,12476.0
2024-04-17,CABILDO AV. 1716,-58.453855,-34.565367,Comuna 13,calle_avenida,sur,11470.0
2024-04-24,CABILDO AV. 1716,-58.453855,-34.565367,Comuna 13,calle_avenida,sur,10780.0
2024-05-01,CABILDO AV. 1716,-58.453855,-34.565367,Comuna 13,calle_avenida,sur,9486.0
2024-05-08,CABILDO AV. 1716,-58.453855,-34.565367,Comuna 13,calle_avenida,sur,11012.0
2024-05-15,CABILDO AV. 1716,-58.453855,-34.565367,Comuna 13,calle_avenida,sur,11140.0
2024-05-22,CABILDO AV. 1716,-58.453855,-34.565367,Comuna 13,calle_avenida,sur,11825.0
2024-05-29,CABILDO AV. 1716,-58.453855,-34.565367,Comuna 13,calle_avenida,sur,11176.0
2024-06-05,CABILDO AV. 1716,-58.453855,-34.565367,Comuna 13,calle_avenida,sur,12696.0
2024-06-12,CABILDO AV. 1716,-58.453855,-34.565367,Comuna 13,calle_avenida,sur,12933.0
2024-06-19,CABILDO AV. 1716,-58.453855,-34.565367,Comuna 13,calle_avenida,sur,13934.0
2024-06-26,CABILDO AV. 1716,-58.453855,-34.565367,Comuna 13,calle_avenida,sur,14057.0
2024-07-03,CABILDO AV. 1716,-58.453855,-34.565367,Comuna 13,calle_avenida,sur,13811.0
2024-07-10,CABILDO AV. 1716,-58.453855,-34.565367,Comuna 13,calle_avenida,sur,13541.0
2024-07-17,CABILDO AV. 1716,-58.453855,-34.565367,Comuna 13,calle_avenida,sur,13541.0
2024-07-24,CABILDO AV. 1716,-58.453855,-34.565367,Comuna 13,calle_avenida,sur,13493.0
2024-07-31,CABILDO AV. 1716,-58.453855,-34.565367,Comuna 13,calle_avenida,sur,13753.0
2024-01-03,ENTRE RIOS AV. 926,-58.391557,-34.619431,Comuna 1,Carriles Exclusivos,norte,5442.0
2024-01-10,ENTRE RIOS AV. 926,-58.391557,-34.619431,Comuna 1,Carriles Exclusivos,norte,5180.0
2024-01-17,ENTRE RIOS AV. 926,-58.391557,-34.619431,Comuna 1,Carriles Exclusivos,norte,5313.0
2024-01-24,ENTRE RIOS AV. 926,-58.391557,-34.619431,Comuna 1,Carriles Exclusivos,norte,4388.0
2024-01-31,ENTRE RIOS AV. 926,-58.391557,-34.619431,Comuna 1,Carriles Exclusivos,norte,4730.0
2024-02-07,ENTRE RIOS AV. 926,-58.391557,-34.619431,Comuna 1,Carriles Exclusivos,norte,5445.0
2024-02-14,ENTRE RIOS AV. 926,-58.391557,-34.619431,Comuna 1,Carriles Exclusivos,norte,5782.0
2024-02-21,ENTRE RIOS AV. 926,-58.391557,-34.619431,Comuna 1,Carriles Exclusivos,norte,6053.0
2024-02-28,ENTRE RIOS AV. 926,-58.391557,-34.619431,Comuna 1,Carriles Exclusivos,norte,5790.0
2024-03-06,ENTRE RIOS AV. 926,-58.391557,-34.619431,Comuna 1,Carriles Exclusivos,norte,5925.0
2024-03-13,ENTRE RIOS AV. 926,-58.391557,-34.619431,Comuna 1,Carriles Exclusivos,norte,4979.0
2024-03-20,ENTRE RIOS AV. 926,-58.391557,-34.619431,Comuna 1,Carriles Exclusivos,norte,4342.0
2024-03-27,ENTRE RIOS AV. 926,-58.391557,-34.619431,Comuna 1,Carriles Exclusivos,norte,5683.0
2024-04-03,ENTRE RIOS AV. 926,-58.391557,-34.619431,Comuna 1,Carriles Exclusivos,norte,5055.0
2024-04-10,ENTRE RIOS AV. 926,-58.391557,-34.619431,Comuna 1,Carriles Exclusivos,norte,5986.0
2024-04-17,ENTRE RIOS AV. 926,-58.391557,-34.619431,Comuna 1,Carriles Exclusivos,norte,5629.0
2024-04-24,ENTRE RIOS AV. 926,-58.391557,-34.619431,Comuna 1,Carriles Exclusivos,norte,5336.0
2024-05-01,ENTRE RIOS AV. 926,-58.391557,-34.619431,Comuna 1,Carriles Exclusivos,norte,3890.0
2024-05-08,ENTRE RIOS AV. 926,-58.391557,-34.619431,Comuna 1,Carriles Exclusivos,norte,5471.0
2024-05-15,ENTRE RIOS AV. 926,-58.391557,-34.619431,Comuna 1,Carriles Exclusivos,norte,5476.0
2024-05-22,ENTRE RIOS AV. 926,-58.391557,-34.619431,Comuna 1,Carriles Exclusivos,norte,5218.0
2024-05-29,ENTRE RIOS AV. 926,-58.391557,-34.619431,Comuna 1,Carriles Exclusivos,norte,5038.0
2024-06-05,ENTRE RIOS AV. 926,-58.391557,-34.619431,Comuna 1,Carriles Exclusivos,norte,4947.0
2024-06-12,ENTRE RIOS AV. 926,-58.391557,-34.619431,Comuna 1,Carriles Exclusivos,norte,3474.0
2024-06-19,ENTRE RIOS AV. 926,-58.391557,-34.619431,Comuna 1,Carriles Exclusivos,norte,5292.0
2024-06-26,ENTRE RIOS AV. 926,-58.391557,-34.619431,Comuna 1,Carriles Exclusivos,norte,5254.0
2024-07-03,ENTRE RIOS AV. 926,-58.391557,-34.619431,Comuna 1,Carriles Exclusivos,norte,5096.0
2024-07-10,ENTRE RIOS AV. 926,-58.391557,-34.619431,Comuna 1,Carriles Exclusivos,norte,4889.0
2024-07-17,ENTRE RIOS AV. 926,-58.391557,-34.619431,Comuna 1,Carriles Exclusivos,norte,4896.0
2024-07-24,ENTRE RIOS AV. 926,-58.391557,-34.619431,Comuna 1,Carriles Exclusivos,norte,4549.0
2024-01-03,ENTRE RIOS AV. 182,-58.391718,-34.611145,Comuna 1,Carriles Exclusivos,norte,6109.0
2024-01-10,ENTRE RIOS AV. 182,-58.391718,-34.611145,Comuna 1,Carriles Exclusivos,norte,6182.0
2024-01-17,ENTRE RIOS AV. 182,-58.391718,-34.611145,Comuna 1,Carriles Exclusivos,norte,6440.0
2024-01-24,ENTRE RIOS AV. 182,-58.391718,-34.611145,Comuna 1,Carriles Exclusivos,norte,3329.0
2024-01-31,ENTRE RIOS AV. 182,-58.391718,-34.611145,Comuna 1,Carriles Exclusivos,norte,5466.0
2024-02-07,ENTRE RIOS AV. 182,-58.391718,-34.611145,Comuna 1,Carriles Exclusivos,norte,7310.0
2024-02-21,ENTRE RIOS AV. 182,-58.391718,-34.611145,Comuna 1,Carriles Exclusivos,norte,7765.0
2024-02-28,ENTRE RIOS AV. 182,-58.391718,-34.611145,Comuna 1,Carriles Exclusivos,norte,7003.0
2024-03-06,ENTRE RIOS AV. 182,-58.391718,-34.611145,Comuna 1,Carriles Exclusivos,norte,7292.0
2024-03-27,ENTRE RIOS AV. 182,-58.391718,-34.611145,Comuna 1,Carriles Exclusivos,norte,6884.0
2024-04-03,ENTRE RIOS AV. 182,-58.391718,-34.611145,Comuna 1,Carriles Exclusivos,norte,6314.0
2024-04-10,ENTRE RIOS AV. 182,-58.391718,-34.611145,Comuna 1,Carriles Exclusivos,norte,7434.0
2024-04-17,ENTRE RIOS AV. 182,-58.391718,-34.611145,Comuna 1,Carriles Exclusivos,norte,7120.0
2024-04-24,ENTRE RIOS AV. 182,-58.391718,-34.611145,Comuna 1,Carriles Exclusivos,norte,6931.0
2024-05-01,ENTRE RIOS AV. 182,-58.391718,-34.611145,Comuna 1,Carriles Exclusivos,norte,4063.0
2024-05-08,ENTRE RIOS AV. 182,-58.391718,-34.611145,Comuna 1,Carriles Exclusivos,norte,6893.0
2024-05-15,ENTRE RIOS AV. 182,-58.391718,-34.611145,Comuna 1,Carriles Exclusivos,norte,6730.0
2024-05-22,ENTRE RIOS AV. 182,-58.391718,-34.611145,Comuna 1,Carriles Exclusivos,norte,6413.0
2024-05-29,ENTRE RIOS AV. 182,-58.391718,-34.611145,Comuna 1,Carriles Exclusivos,norte,6522.0
2024-06-05,ENTRE RIOS AV. 182,-58.391718,-34.611145,Comuna 1,Carriles Exclusivos,norte,6986.0
2024-06-12,ENTRE RIOS AV. 182,-58.391718,-34.611145,Comuna 1,Carriles Exclusivos,norte,2669.0
2024-06-19,ENTRE RIOS AV. 182,-58.391718,-34.611145,Comuna 1,Carriles Exclusivos,norte,7993.0
2024-06-26,ENTRE RIOS AV. 182,-58.391718,-34.611145,Comuna 1,Carriles Exclusivos,norte,7475.0
2024-07-03,ENTRE RIOS AV. 182,-58.391718,-34.611145,Comuna 1,Carriles Exclusivos,norte,7093.0
2024-07-10,ENTRE RIOS AV. 182,-58.391718,-34.611145,Comuna 1,Carriles Exclusivos,norte,7061.0
2024-07-17,ENTRE RIOS AV. 182,-58.391718,-34.611145,Comuna 1,Carriles Exclusivos,norte,7062.0
2024-07-24,ENTRE RIOS AV. 182,-58.391718,-34.611145,Comuna 1,Carriles Exclusivos,norte,6739.0
2024-07-31,ENTRE RIOS AV. 182,-58.391718,-34.611145,Comuna 1,Carriles Exclusivos,norte,6573.0
2024-01-03,CORDOBA AV. 1147,-58.383217,-34.599039,Comuna 1,Carriles Exclusivos,oeste,3680.0
2024-01-10,CORDOBA AV. 1147,-58.383217,-34.599039,Comuna 1,Carriles Exclusivos,oeste,3025.0
2024-01-17,CORDOBA AV. 1147,-58.383217,-34.599039,Comuna 1,Carriles Exclusivos,oeste,75.0
2024-01-24,CORDOBA AV. 1147,-58.383217,-34.599039,Comuna 1,Carriles Exclusivos,oeste,2965.0
2024-01-31,CORDOBA AV. 1147,-58.383217,-34.599039,Comuna 1,Carriles Exclusivos,oeste,3230.0
2024-02-07,CORDOBA AV. 1147,-58.383217,-34.599039,Comuna 1,Carriles Exclusivos,oeste,2725.0
2024-02-14,CORDOBA AV. 1147,-58.383217,-34.599039,Comuna 1,Carriles Exclusivos,oeste,2797.0
2024-02-21,CORDOBA AV. 1147,-58.383217,-34.599039,Comuna 1,Carriles Exclusivos,oeste,3017.0
2024-02-28,CORDOBA AV. 1147,-58.383217,-34.599039,Comuna 1,Carriles Exclusivos,oeste,3226.0
2024-03-06,CORDOBA AV. 1147,-58.383217,-34.599039,Comuna 1,Carriles Exclusivos,oeste,3246.0
2024-03-13,CORDOBA AV. 1147,-58.383217,-34.599039,Comuna 1,Carriles Exclusivos,oeste,2607.0
2024-03-20,CORDOBA AV. 1147,-58.383217,-34.599039,Comuna 1,Carriles Exclusivos,oeste,2258.0
2024-03-27,CORDOBA AV. 1147,-58.383217,-34.599039,Comuna 1,Carriles Exclusivos,oeste,3112.0
2024-04-03,CORDOBA AV. 1147,-58.383217,-34.599039,Comuna 1,Carriles Exclusivos,oeste,2919.0
2024-04-10,CORDOBA AV. 1147,-58.383217,-34.599039,Comuna 1,Carriles Exclusivos,oeste,2938.0
2024-04-17,CORDOBA AV. 1147,-58.383217,-34.599039,Comuna 1,Carriles Exclusivos,oeste,3247.0
2024-04-24,CORDOBA AV. 1147,-58.383217,-34.599039,Comuna 1,Carriles Exclusivos,oeste,3228.0
2024-05-01,CORDOBA AV. 1147,-58.383217,-34.599039,Comuna 1,Carriles Exclusivos,oeste,1653.0
2024-05-08,CORDOBA AV. 1147,-58.383217,-34.599039,Comuna 1,Carriles Exclusivos,oeste,3236.0
2024-05-15,CORDOBA AV. 1147,-58.383217,-34.599039,Comuna 1,Carriles Exclusivos,oeste,3221.0
2024-05-22,CORDOBA AV. 1147,-58.383217,-34.599039,Comuna 1,Carriles Exclusivos,oeste,3226.0
2024-05-29,CORDOBA AV. 1147,-58.383217,-34.599039,Comuna 1,Carriles Exclusivos,oeste,2570.0
2024-06-05,CORDOBA AV. 1147,-58.383217,-34.599039,Comuna 1,Carriles Exclusivos,oeste,2927.0
2024-06-12,CORDOBA AV. 1147,-58.383217,-34.599039,Comuna 1,Carriles Exclusivos,oeste,3142.0
2024-06-19,CORDOBA AV. 1147,-58.383217,-34.599039,Comuna 1,Carriles Exclusivos,oeste,3017.0
2024-06-26,CORDOBA AV. 1147,-58.383217,-34.599039,Comuna 1,Carriles Exclusivos,oeste,2913.0
2024-07-03,CORDOBA AV. 1147,-58.383217,-34.599039,Comuna 1,Carriles Exclusivos,oeste,2507.0
2024-07-10,CORDOBA AV. 1147,-58.383217,-34.599039,Comuna 1,Carriles Exclusivos,oeste,2411.0
2024-07-17,CORDOBA AV. 1147,-58.383217,-34.599039,Comuna 1,Carriles Exclusivos,oeste,2659.0
2024-07-24,CORDOBA AV. 1147,-58.383217,-34.599039,Comuna 1,Carriles Exclusivos,oeste,2933.0
2024-07-31,CORDOBA AV. 1147,-58.383217,-34.599039,Comuna 1,Carriles Exclusivos,oeste,2820.0
2024-01-03,CORDOBA AV. 1749,-58.392148,-34.599512,Comuna 2,Carriles Exclusivos,oeste,5321.0
2024-01-10,CORDOBA AV. 1749,-58.392148,-34.599512,Comuna 2,Carriles Exclusivos,oeste,4508.0
2024-01-17,CORDOBA AV. 1749,-58.392148,-34.599512,Comuna 2,Carriles Exclusivos,oeste,4721.0
2024-01-24,CORDOBA AV. 1749,-58.392148,-34.599512,Comuna 2,Carriles Exclusivos,oeste,3775.0
2024-01-31,CORDOBA AV. 1749,-58.392148,-34.599512,Comuna 2,Carriles Exclusivos,oeste,4858.0
2024-02-07,CORDOBA AV. 1749,-58.392148,-34.599512,Comuna 2,Carriles Exclusivos,oeste,5032.0
2024-02-14,CORDOBA AV. 1749,-58.392148,-34.599512,Comuna 2,Carriles Exclusivos,oeste,4062.0
2024-02-21,CORDOBA AV. 1749,-58.392148,-34.599512,Comuna 2,Carriles Exclusivos,oeste,4529.0
2024-02-28,CORDOBA AV. 1749,-58.392148,-34.599512,Comuna 2,Carriles Exclusivos,oeste,3953.0
2024-03-06,CORDOBA AV. 1749,-58.392148,-34.599512,Comuna 2,Carriles Exclusivos,oeste,4549.0
2024-03-13,CORDOBA AV. 1749,-58.392148,-34.599512,Comuna 2,Carriles Exclusivos,oeste,2958.0
2024-03-20,CORDOBA AV. 1749,-58.392148,-34.599512,Comuna 2,Carriles Exclusivos,oeste,988.0
2024-03-27,CORDOBA AV. 1749,-58.392148,-34.599512,Comuna 2,Carriles Exclusivos,oeste,4381.0
2024-04-03,CORDOBA AV. 1749,-58.392148,-34.599512,Comuna 2,Carriles Exclusivos,oeste,3974.0
2024-04-10,CORDOBA AV. 1749,-58.392148,-34.599512,Comuna 2,Carriles Exclusivos,oeste,4348.0
2024-04-17,CORDOBA AV. 1749,-58.392148,-34.599512,Comuna 2,Carriles Exclusivos,oeste,3983.0
2024-04-24,CORDOBA AV. 1749,-58.392148,-34.599512,Comuna 2,Carriles Exclusivos,oeste,4822.0
2024-05-01,CORDOBA AV. 1749,-58.392148,-34.599512,Comuna 2,Carriles Exclusivos,oeste,2239.0
2024-05-08,CORDOBA AV. 1749,-58.392148,-34.599512,Comuna 2,Carriles Exclusivos,oeste,4790.0
2024-05-15,CORDOBA AV. 1749,-58.392148,-34.599512,Comuna 2,Carriles Exclusivos,oeste,4676.0
2024-05-22,CORDOBA AV. 1749,-58.392148,-34.599512,Comuna 2,Carriles Exclusivos,oeste,4792.0
2024-05-29,CORDOBA AV. 1749,-58.392148,-34.599512,Comuna 2,Carriles Exclusivos,oeste,4191.0
2024-06-05,CORDOBA AV. 1749,-58.392148,-34.599512,Comuna 2,Carriles Exclusivos,oeste,4094.0
2024-06-12,CORDOBA AV. 1749,-58.392148,-34.599512,Comuna 2,Carriles Exclusivos,oeste,4386.0
2024-06-19,CORDOBA AV. 1749,-58.392148,-34.599512,Comuna 2,Carriles Exclusivos,oeste,4387.0
2024-06-26,CORDOBA AV. 1749,-58.392148,-34.599512,Comuna 2,Carriles Exclusivos,oeste,4463.0
2024-07-03,CORDOBA AV. 1749,-58.392148,-34.599512,Comuna 2,Carriles Exclusivos,oeste,4704.0
2024-07-10,CORDOBA AV. 1749,-58.392148,-34.599512,Comuna 2,Carriles Exclusivos,oeste,4463.0
2024-07-17,CORDOBA AV. 1749,-58.392148,-34.599512,Comuna 2,Carriles Exclusivos,oeste,4700.0
2024-07-24,CORDOBA AV. 1749,-58.392148,-34.599512,Comuna 2,Carriles Exclusivos,oeste,3237.0
2024-07-31,CORDOBA AV. 1749,-58.392148,-34.599512,Comuna 2,Carriles Exclusivos,oeste,3989.0
2024-01-03,CORDOBA AV. 2523,-58.402911,-34.59879,Comuna 2,Carriles Exclusivos,oeste,5721.0
2024-01-10,CORDOBA AV. 2523,-58.402911,-34.59879,Comuna 2,Carriles Exclusivos,oeste,5791.0
2024-01-17,CORDOBA AV. 2523,-58.402911,-34.59879,Comuna 2,Carriles Exclusivos,oeste,5024.0
2024-01-24,CORDOBA AV. 2523,-58.402911,-34.59879,Comuna 2,Carriles Exclusivos,oeste,4525.0
2024-01-31,CORDOBA AV. 2523,-58.402911,-34.59879,Comuna 2,Carriles Exclusivos,oeste,5667.0
2024-02-07,CORDOBA AV. 2523,-58.402911,-34.59879,Comuna 2,Carriles Exclusivos,oeste,7098.0
2024-02-14,CORDOBA AV. 2523,-58.402911,-34.59879,Comuna 2,Carriles Exclusivos,oeste,6589.0
2024-02-21,CORDOBA AV. 2523,-58.402911,-34.59879,Comuna 2,Carriles Exclusivos,oeste,5069.0
2024-02-28,CORDOBA AV. 2523,-58.402911,-34.59879,Comuna 2,Carriles Exclusivos,oeste,6037.0
2024-03-06,CORDOBA AV. 2523,-58.402911,-34.59879,Comuna 2,Carriles Exclusivos,oeste,5585.0
2024-03-13,CORDOBA AV. 2523,-58.402911,-34.59879,Comuna 2,Carriles Exclusivos,oeste,4582.0
2024-03-20,CORDOBA AV. 2523,-58.402911,-34.59879,Comuna 2,Carriles Exclusivos,oeste,2654.0
2024-03-27,CORDOBA AV. 2523,-58.402911,-34.59879,Comuna 2,Carriles Exclusivos,oeste,5553.0
2024-04-03,CORDOBA AV. 2523,-58.402911,-34.59879,Comuna 2,Carriles Exclusivos,oeste,4820.0
2024-04-10,CORDOBA AV. 2523,-58.402911,-34.59879,Comuna 2,Carriles Exclusivos,oeste,5879.0
2024-04-17,CORDOBA AV. 2523,-58.402911,-34.59879,Comuna 2,Carriles Exclusivos,oeste,5144.0
2024-04-24,CORDOBA AV. 2523,-58.402911,-34.59879,Comuna 2,Carriles Exclusivos,oeste,4633.0
2024-05-01,CORDOBA AV. 2523,-58.402911,-34.59879,Comuna 2,Carriles Exclusivos,oeste,2496.0
2024-05-08,CORDOBA AV. 2523,-58.402911,-34.59879,Comuna 2,Carriles Exclusivos,oeste,5664.0
2024-05-15,CORDOBA AV. 2523,-58.402911,-34.59879,Comuna 2,Carriles Exclusivos,oeste,5058.0
2024-05-22,CORDOBA AV. 2523,-58.402911,-34.59879,Comuna 2,Carriles Exclusivos,oeste,5073.0
2024-05-29,CORDOBA AV. 2523,-58.402911,-34.59879,Comuna 2,Carriles Exclusivos,oeste,4862.0
2024-06-05,CORDOBA AV. 2523,-58.402911,-34.59879,Comuna 2,Carriles Exclusivos,oeste,4849.0
2024-06-12,CORDOBA AV. 2523,-58.402911,-34.59879,Comuna 2,Carriles Exclusivos,oeste,5185.0
2024-06-19,CORDOBA AV. 2523,-58.402911,-34.59879,Comuna 2,Carriles Exclusivos,oeste,4545.0
2024-06-26,CORDOBA AV. 2523,-58.402911,-34.59879,Comuna 2,Carriles Exclusivos,oeste,4947.0
2024-07-03,CORDOBA AV. 2523,-58.402911,-34.59879,Comuna 2,Carriles Exclusivos,oeste,5011.0
2024-07-10,CORDOBA AV. 2523,-58.402911,-34.59879,Comuna 2,Carriles Exclusivos,oeste,4920.0
2024-07-17,CORDOBA AV. 2523,-58.402911,-34.59879,Comuna 2,Carriles Exclusivos,oeste,4911.0
2024-07-24,CORDOBA AV. 2523,-58.402911,-34.59879,Comuna 2,Carriles Exclusivos,oeste,4758.0
2024-07-31,CORDOBA AV. 2523,-58.402911,-34.59879,Comuna 2,Carriles Exclusivos,oeste,4722.0
2024-01-03,CORDOBA AV. 3143,-58.410998,-34.597969,Comuna 2,Carriles Exclusivos,oeste,3636.0
2024-01-10,CORDOBA AV. 3143,-58.410998,-34.597969,Comuna 2,Carriles Exclusivos,oeste,3220.0
2024-01-17,CORDOBA AV. 3143,-58.410998,-34.597969,Comuna 2,Carriles Exclusivos,oeste,3068.0
2024-01-24,CORDOBA AV. 3143,-58.410998,-34.597969,Comuna 2,Carriles Exclusivos,oeste,2922.0
2024-01-31,CORDOBA AV. 3143,-58.410998,-34.597969,Comuna 2,Carriles Exclusivos,oeste,2834.0
2024-02-07,CORDOBA AV. 3143,-58.410998,-34.597969,Comuna 2,Carriles Exclusivos,oeste,2945.0
2024-02-21,CORDOBA AV. 3143,-58.410998,-34.597969,Comuna 2,Carriles Exclusivos,oeste,3432.0
2024-02-28,CORDOBA AV. 3143,-58.410998,-34.597969,Comuna 2,Carriles Exclusivos,oeste,3012.0
2024-03-06,CORDOBA AV. 3143,-58.410998,-34.597969,Comuna 2,Carriles Exclusivos,oeste,3611.0
2024-03-20,CORDOBA AV. 3143,-58.410998,-34.597969,Comuna 2,Carriles Exclusivos,oeste,2770.0
2024-03-27,CORDOBA AV. 3143,-58.410998,-34.597969,Comuna 2,Carriles Exclusivos,oeste,5840.0
2024-04-03,CORDOBA AV. 3143,-58.410998,-34.597969,Comuna 2,Carriles Exclusivos,oeste,5477.0
2024-04-10,CORDOBA AV. 3143,-58.410998,-34.597969,Comuna 2,Carriles Exclusivos,oeste,5701.0
2024-04-17,CORDOBA AV. 3143,-58.410998,-34.597969,Comuna 2,Carriles Exclusivos,oeste,6257.0
2024-04-24,CORDOBA AV. 3143,-58.410998,-34.597969,Comuna 2,Carriles Exclusivos,oeste,5935.0
2024-05-01,CORDOBA AV. 3143,-58.410998,-34.597969,Comuna 2,Carriles Exclusivos,oeste,3391.0
2024-05-08,CORDOBA AV. 3143,-58.410998,-34.597969,Comuna 2,Carriles Exclusivos,oeste,6107.0
2024-05-15,CORDOBA AV. 3143,-58.410998,-34.597969,Comuna 2,Carriles Exclusivos,oeste,5893.0
2024-05-22,CORDOBA AV. 3143,-58.410998,-34.597969,Comuna 2,Carriles Exclusivos,oeste,6111.0
2024-05-29,CORDOBA AV. 3143,-58.410998,-34.597969,Comuna 2,Carriles Exclusivos,oeste,4948.0
2024-06-05,CORDOBA AV. 3143,-58.410998,-34.597969,Comuna 2,Carriles Exclusivos,oeste,6070.0
2024-06-12,CORDOBA AV. 3143,-58.410998,-34.597969,Comuna 2,Carriles Exclusivos,oeste,5504.0
2024-06-19,CORDOBA AV. 3143,-58.410998,-34.597969,Comuna 2,Carriles Exclusivos,oeste,5941.0
2024-06-26,CORDOBA AV. 3143,-58.410998,-34.597969,Comuna 2,Carriles Exclusivos,oeste,4488.0
