id_siniestro;numero_total_de_victimas;numero_victimas_leve_siniestro;numero_victimas_grave_siniestro;numero_victimas_mortal_siniestro;fecha_siniestro;anio_siniestro;mes_siniestro;dia_siniestro;hora_siniestro;rango_horario;direccion_normalizada_siniestro;comuna_siniestro;tipo_de_via_siniestro;geocodificacion_plana;longitud_siniestro;latitud_siniestro;participantes_siniestro;modo_desplazamiento_victima;contraparte_siniestro;gravedad_siniestro
LC-2019-0000445;3;3;0;0;2019-01-01;2019;1;1;13:40:00;13;;Comuna 11;;POINT (94371.44237885093025398 102884.1936510540836025);-58.524662;-34.603255;AUTO-AUTO;AUTO;AUTO;LEVE
LC-2019-0000194;1;1;0;0;2019-01-01;2019;1;1;07:15:00;7;;Comuna 9;;POINT (94030.76669932194636203 97681.07176124800753314);-58.528413;-34.650156;AUTO-CAMION;AUTO;CAMION;LEVE
LC-2019-0000329;1;1;0;0;2019-01-01;2019;1;1;12:24:00;12;;Comuna 4;;POINT (105367.86665769023238681 97877.75085908087203279);-58.404748;-34.648387;AUTO-MOVIL;AUTO;MOVIL;LEVE
LC-2019-0000082;4;4;0;0;2019-01-01;2019;1;1;04:30:00;4;;Comuna 3;;POINT (105968.98286849579017144 102737.17346866782463621);-58.398225;-34.604579;AUTO-TRANSPORTE PUBLICO;AUTO;TRANSPORTE PUBLICO;LEVE
LC-2019-0000053;1;1;0;0;2019-01-01;2019;1;1;01:55:00;1;;Comuna 8;AUTOPISTA;POINT (101813.84712503915943671 95578.55507230378862005);-58.44351;-34.669125;AUTO-UTILITARIO;AUTO;UTILITARIO;LEVE
LC-2019-0000179;1;1;0;0;2019-01-01;2019;1;1;09:00:00;9;;Comuna 14;;POINT (104991.46333918849995825 107720.96647481426771265);-58.408911;-34.559658;BICICLETA-AUTO;BICICLETA;AUTO;LEVE
LC-2019-0000647;1;0;1;0;2019-01-01;2019;1;1;18:50:00;18;DE LOS CONSTITUYENTES AV. y HABANA;Comuna 12;AVENIDA;POINT (97510.27137648081406951 105087.83369881813996471);-58.490436;-34.583403;MOTO-AUTO;MOTO;AUTO;GRAVE
LC-2019-0000142;1;1;0;0;2019-01-01;2019;1;1;07:30:00;7;;Comuna 11;;POINT (94879.29147500626277179 104434.56166003129328601);-58.519116;-34.589282;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2019-0000136;2;2;0;0;2019-01-01;2019;1;1;08:05:00;8;;Comuna 15;;POINT (102193.35632690557395108 104565.99669987679226324);-58.439392;-34.588108;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2019-0000202;1;1;0;0;2019-01-01;2019;1;1;09:36:00;9;;Comuna 1;;POINT (108422.05637924707843922 103418.96326199280156288);-58.371488;-34.598416;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2019-0000636;1;1;0;0;2019-01-01;2019;1;1;18:30:00;18;;Comuna 9;;POINT (96112.35969928668055218 97204.40092204499524087);-58.505709;-34.654463;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2019-0000686;1;1;0;0;2019-01-01;2019;1;1;21:46:00;21;;Comuna 9;;POINT (95507.34324682946316898 96444.88822751649422571);-58.512313;-34.661307;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2019-0000347;1;1;0;0;2019-01-01;2019;1;1;12:02:00;12;;Comuna 7;;POINT (101941.23269930288370233 97755.83807521616108716);-58.442125;-34.649498;PEATON-AUTO;PEATON;AUTO;LEVE
LC-2019-0000079;1;1;0;0;2019-01-01;2019;1;1;02:30:00;2;;Comuna 7;;POINT (102372.16830963784013875 97994.13750300348328892);-58.437425;-34.647349;PEATON-MOTO;PEATON;MOTO;LEVE
LC-2019-0000600;1;1;0;0;2019-01-01;2019;1;1;19:46:00;19;;Comuna 1;;POINT (108178.21037640585564077 104229.88091071296366863);-58.374154;-34.591108;PEATON-TRANSPORTE PUBLICO;PEATON;TRANSPORTE PUBLICO;LEVE
LC-2019-0000063;1;1;0;0;2019-01-01;2019;1;1;02:00:00;2;;Comuna 8;;POINT (99538.58660300650808495 94643.41871799012005795);-58.468335;-34.677556;SD-SD;SD;SD;LEVE
LC-2019-0005235;1;1;0;0;2019-01-01;2019;1;1;03:00:00;3;;Comuna 2;;POINT (105894.85087721658055671 103435.43499357998371124);-58.399038;-34.598285;SD-SD;SD;SD;LEVE
LC-2019-0000493;1;1;0;0;2019-01-01;2019;1;1;13:00:00;13;;Comuna 4;;POINT (107990.5430307903297944 97534.858432368026115);-58.376137;-34.651461;TAXI-TRANSPORTE PUBLICO;TAXI;TRANSPORTE PUBLICO;LEVE
LC-2019-0002083;1;1;0;0;2019-01-02;2019;1;2;05:15:00;5;;Comuna 13;;POINT (98968.57749428524402902 110082.63518594211200252);-58.474535;-34.53838;AUTO-AUTO;AUTO;AUTO;LEVE
LC-2019-0002218;1;1;0;0;2019-01-02;2019;1;2;15:27:00;15;;Comuna 1;;POINT (108214.13396604378067423 102729.25401629222324118);-58.373748;-34.604635;BICICLETA-TAXI;BICICLETA;TAXI;LEVE
LC-2019-0001948;1;1;0;0;2019-01-02;2019;1;2;12:32:00;12;;Comuna 14;;POINT (101342.84079868870321661 106804.88988065243756864);-58.448666;-34.567927;CAMION-TRANSPORTE PUBLICO;CAMION;TRANSPORTE PUBLICO;LEVE
LC-2019-0002208;1;0;1;0;2019-01-02;2019;1;2;15:18:00;15;COLONIA AV. y USPALLATA;Comuna 4;AVENIDA;POINT (105986.40449894811899867 99009.90073425363516435);-58.398009;-34.638178;MOTO-AUTO;MOTO;AUTO;GRAVE
LC-2019-0001987;1;1;0;0;2019-01-02;2019;1;2;13:57:00;13;;Comuna 13;;POINT (99557.17892061518796254 108492.02782968983228784);-58.468124;-34.552719;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2019-0001992;1;1;0;0;2019-01-02;2019;1;2;14:09:00;14;;Comuna 1;;POINT (108351.4664118599757785 103672.39853972636046819);-58.37226;-34.596132;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2019-0001754;1;1;0;0;2019-01-02;2019;1;2;12:00:00;12;;Comuna 5;;POINT (104420.4523432254063664 100932.1468320575368125);-58.415098;-34.620858;PEATON-CAMION;PEATON;CAMION;LEVE
LC-2019-0000928;1;1;0;0;2019-01-02;2019;1;2;07:01:00;7;;Comuna 5;;;;;PEATON-MOTO;PEATON;MOTO;LEVE
LC-2019-0003220;2;2;0;0;2019-01-02;2019;1;2;19:50:00;19;;Comuna 3;;POINT (106413.03323881076357793 102215.93553554848767817);-58.39338;-34.609275;PEATON-MOTO;PEATON;MOTO;LEVE
LC-2019-0022496;1;1;0;0;2019-01-02;2019;1;2;10:00:00;10;;Comuna 4;;;;;SD-SD;SD;SD;LEVE
LC-2019-0001879;1;1;0;0;2019-01-02;2019;1;2;13:22:00;13;;Comuna 1;;POINT (108351.4664118599757785 103672.39853972636046819);-58.37226;-34.596132;SD-SD;SD;SD;LEVE
LC-2019-0020183;1;1;0;0;2019-01-02;2019;1;2;15:30:00;15;;Comuna 11;;POINT (100139.20080873776169028 101866.7934977501136018);-58.461782;-34.612442;SD-SD;SD;SD;LEVE
LC-2019-0002740;1;1;0;0;2019-01-02;2019;1;2;17:14:00;17;;Comuna 8;;POINT (99871.37816590693546459 93172.65804134219069965);-58.464704;-34.690814;SD-SD;SD;SD;LEVE
LC-2019-0003340;1;1;0;0;2019-01-02;2019;1;2;23:29:00;23;;Comuna 1;;POINT (108533.78759446692129131 102519.63515884074149653);-58.370261;-34.606522;SD-SD;SD;SD;LEVE
LC-2019-0005610;1;1;0;0;2019-01-02;2019;1;2;07:15:00;7;;Comuna 1;;POINT (108258.39579309865075629 104338.63569084534537978);-58.373281;-34.590127;TAXI-TAXI;TAXI;TAXI;LEVE
LC-2019-0000963;5;5;0;0;2019-01-02;2019;1;2;08:30:00;8;;Comuna 6;;POINT (101470.37822491800761782 100697.22389071866928134);-58.447266;-34.622984;TRANSPORTE PUBLICO-TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;LEVE
LC-2019-0005614;1;1;0;0;2019-01-03;2019;1;3;11:00:00;11;;Comuna 3;;POINT (104786.00970310489356052 102570.12258406130422372);-58.411121;-34.606091;AUTO-AUTO;AUTO;AUTO;LEVE
LC-2019-0004718;1;1;0;0;2019-01-03;2019;1;3;12:40:00;12;;Comuna 4;;POINT (105483.58707813455839641 97918.72923615950276144);-58.403486;-34.648017;AUTO-CAMION;AUTO;CAMION;LEVE
LC-2019-0003432;1;1;0;0;2019-01-03;2019;1;3;02:08:00;2;;Comuna 4;;POINT (108531.49074229133839253 99513.66527767860679887);-58.370256;-34.633619;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2019-0003642;1;1;0;0;2019-01-03;2019;1;3;08:47:00;8;;Comuna 4;;POINT (106810.08585331223730464 97567.8570629415626172);-58.389014;-34.651172;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2019-0004144;1;1;0;0;2019-01-03;2019;1;3;11:51:00;11;;Comuna 13;;POINT (100412.6891563201934332 106352.14518658244924154);-58.458802;-34.572009;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2019-0004717;1;1;0;0;2019-01-03;2019;1;3;12:38:00;12;;Comuna 12;;POINT (98454.5795972023770446 108080.89843598922016099);-58.480138;-34.556424;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2019-0003787;1;1;0;0;2019-01-03;2019;1;3;16:00:00;16;;Comuna 10;;POINT (95080.21653947961749509 101003.28041683633637149);-58.516946;-34.620214;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2019-0005334;1;1;0;0;2019-01-03;2019;1;3;16:30:00;16;;Comuna 9;;POINT (95278.87804953187878709 96525.42219897733593825);-58.514805;-34.66058;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2019-0005681;1;1;0;0;2019-01-03;2019;1;3;18:20:00;18;;Comuna 12;;POINT (99060.06663930724607781 109537.41382596299808938);-58.473539;-34.543295;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2019-0005815;1;1;0;0;2019-01-03;2019;1;3;20:00:00;20;;Comuna 10;;POINT (97912.86193097422074061 98756.51856244745431468);-58.486064;-34.640477;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2019-0004442;2;2;0;0;2019-01-03;2019;1;3;11:00:00;11;;Comuna 12;;POINT (99253.90975653933128342 107673.76880581422301475);-58.471429;-34.560095;MOTO-CAMION;MOTO;CAMION;LEVE
LC-2019-0004621;1;1;0;0;2019-01-03;2019;1;3;13:20:00;13;;Comuna 3;;POINT (105540.8292662024468882 101532.58856653876136988);-58.402885;-34.61544;MOTO-CAMION;MOTO;CAMION;LEVE
LC-2019-0004652;1;1;0;0;2019-01-03;2019;1;3;14:18:00;14;;Comuna 15;;POINT (100749.26677609016769566 102662.16036589376744814);-58.455131;-34.605272;MOTO-CAMION;MOTO;CAMION;LEVE
LC-2019-0005979;1;1;0;0;2019-01-03;2019;1;3;21:50:00;21;;Comuna 7;;POINT (100440.1983163941767998 101483.28873817317071371);-58.4585;-34.615899;MOTO-UTILITARIO;MOTO;UTILITARIO;LEVE
LC-2019-0004565;1;1;0;0;2019-01-03;2019;1;3;13:44:00;13;;Comuna 10;;POINT (96372.54893069295212626 99432.06468204093107488);-58.502861;-34.634383;PEATON-AUTO;PEATON;AUTO;LEVE
LC-2019-0005764;1;1;0;0;2019-01-03;2019;1;3;20:28:00;20;;Comuna 15;;POINT (97060.5533285047422396 104135.6718608465307625);-58.495341;-34.591985;PEATON-AUTO;PEATON;AUTO;LEVE
LC-2019-0003884;1;1;0;0;2019-01-03;2019;1;3;09:50:00;9;;Comuna 1;;POINT (108185.69468959377263673 100532.9038376771932235);-58.374037;-34.624434;PEATON-TAXI;PEATON;TAXI;LEVE
LC-2019-0004229;1;1;0;0;2019-01-03;2019;1;3;12:14:00;12;;Comuna 2;;POINT (104941.30770019395276904 103457.95227062920457684);-58.409433;-34.598087;PEATON-TAXI;PEATON;TAXI;LEVE
LC-2019-0005638;2;2;0;0;2019-01-03;2019;1;3;19:00:00;19;;Comuna 5;;POINT (104054.65191168583987746 99070.17732103988237213);-58.419078;-34.637644;PEATON-UTILITARIO;PEATON;UTILITARIO;LEVE
LC-2019-0003428;1;1;0;0;2019-01-03;2019;1;3;02:05:00;2;;Comuna 1;;POINT (108533.78759446692129131 102519.63515884074149653);-58.370261;-34.606522;SD-SD;SD;SD;LEVE
LC-2019-0003862;2;2;0;0;2019-01-03;2019;1;3;09:10:00;9;;Comuna 14;;POINT (103956.67628706943651196 104600.92017451455467381);-58.420172;-34.587788;SD-SD;SD;SD;LEVE
LC-2019-0005647;1;1;0;0;2019-01-03;2019;1;3;19:34:00;19;;Comuna 1;;POINT (107472.59760370856383815 103607.25013026021770202);-58.38184;-34.596726;SD-SD;SD;SD;LEVE
LC-2019-0004622;1;1;0;0;2019-01-03;2019;1;3;14:02:00;14;;Comuna 12;;POINT (97098.53485241404268891 109019.82973518593644258);-58.49491;-34.547957;TAXI-AUTO;TAXI;AUTO;LEVE
LC-2019-0005622;1;1;0;0;2019-01-03;2019;1;3;18:00:00;18;;Comuna 9;;POINT (96516.36519271130964626 97644.75154447597742546);-58.5013;-34.650495;TRANSPORTE PUBLICO-TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;LEVE
LC-2019-0007336;1;1;0;0;2019-01-04;2019;1;4;14:34:00;14;;Comuna 9;;POINT (99406.12580777129915077 97736.70530225727998186);-58.469778;-34.649672;AUTO-AUTO;AUTO;AUTO;LEVE
LC-2019-0008283;2;2;0;0;2019-01-04;2019;1;4;17:53:00;17;;;;;;;AUTO-AUTO;AUTO;AUTO;LEVE
LC-2019-0020135;1;1;0;0;2019-01-04;2019;1;4;22:10:00;22;;Comuna 8;;POINT (98966.66173255720059387 93609.01342727041628677);-58.474577;-34.68688;AUTO-AUTO;AUTO;AUTO;LEVE
LC-2019-0008227;1;1;0;0;2019-01-04;2019;1;4;19:21:00;19;;Comuna 5;;POINT (104571.91319558052055072 100287.99292316257196944);-58.413443;-34.626664;AUTO-TAXI;AUTO;TAXI;LEVE
LC-2019-0007021;1;1;0;0;2019-01-04;2019;1;4;10:20:00;10;;Comuna 13;;POINT (101296.68194535591464955 107483.47095452598296106);-58.44917;-34.56181;BICICLETA-AUTO;BICICLETA;AUTO;LEVE
LC-2019-0007536;1;1;0;0;2019-01-04;2019;1;4;13:40:00;13;;Comuna 12;;POINT (96154.41512000276998151 106826.67776846639753785);-58.505206;-34.567724;BICICLETA-AUTO;BICICLETA;AUTO;LEVE
LC-2019-0006068;2;2;0;0;2019-01-04;2019;1;4;02:49:00;2;;Comuna 3;;POINT (106022.64721574899158441 101323.1804105285264086);-58.39763;-34.617325;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2019-0006638;2;2;0;0;2019-01-04;2019;1;4;09:45:00;9;;Comuna 10;;POINT (96979.79809462440607604 99244.58648009978060145);-58.496239;-34.636075;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2019-0007187;1;1;0;0;2019-01-04;2019;1;4;12:19:00;12;;Comuna 11;;POINT (97841.30865137331420556 101981.56703809247119352);-58.486836;-34.611405;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2019-0007294;1;1;0;0;2019-01-04;2019;1;4;12:30:00;12;;Comuna 15;;POINT (99640.19102375266083982 105524.36221575838862918);-58.467221;-34.579471;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2019-0267364;1;1;0;0;2019-01-04;2019;1;4;14:28:00;14;;Comuna 3;;POINT (105425.25910899718292058 101354.82982328542857431);-58.404144;-34.617043;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2019-0017883;1;1;0;0;2019-01-04;2019;1;4;16:00:00;16;;Comuna 14;;POINT (103808.52174661062599625 103497.64038024368346669);-58.421782;-34.597734;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2019-0007701;1;1;0;0;2019-01-04;2019;1;4;16:44:00;16;;Comuna 4;;POINT (108160.0329269049980212 98772.2933674878149759);-58.3743;-34.640305;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2019-0008367;1;1;0;0;2019-01-04;2019;1;4;20:00:00;20;;Comuna 6;;POINT (102197.86869499286694918 102261.80158430022129323);-58.439337;-34.608879;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2019-0008467;1;1;0;0;2019-01-04;2019;1;4;22:01:00;22;;Comuna 10;;POINT (93891.62974215767462738 100392.31819454778451473);-58.529911;-34.625715;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2019-0007660;1;1;0;0;2019-01-04;2019;1;4;15:20:00;15;;Comuna 6;;POINT (102779.83664823097933549 101023.07570259833300952);-58.432988;-34.620044;MOTO-CAMION;MOTO;CAMION;LEVE
LC-2019-0007634;1;1;0;0;2019-01-04;2019;1;4;14:50:00;14;;;;;;;MOTO-MOTO;MOTO;MOTO;LEVE
LC-2019-0008077;1;1;0;0;2019-01-04;2019;1;4;16:00:00;16;;Comuna 15;;POINT (98721.07977976075198967 103781.73959458210447337);-58.477241;-34.595179;MOTO-MOVIL;MOTO;MOVIL;LEVE
LC-2019-0020930;1;1;0;0;2019-01-04;2019;1;4;21:30:00;21;;Comuna 12;;POINT (99137.27249197859782726 107597.99107522719714325);-58.4727;-34.560778;MOTO-MOVIL;MOTO;MOVIL;LEVE
LC-2019-0006306;1;1;0;0;2019-01-04;2019;1;4;08:00:00;8;;Comuna 3;;POINT (104956.1634947632701369 101024.72992580231220927);-58.409257;-34.620021;MOTO-UTILITARIO;MOTO;UTILITARIO;LEVE
LC-2019-0006837;1;1;0;0;2019-01-04;2019;1;4;10:15:00;10;;Comuna 1;;POINT (108411.88299675864982419 101093.13967439217958599);-58.371576;-34.619382;PEATON-AUTO;PEATON;AUTO;LEVE
LC-2019-0007778;1;1;0;0;2019-01-04;2019;1;4;17:11:00;17;;Comuna 9;;POINT (95291.62968082225415856 98638.72569707641378045);-58.514654;-34.64153;PEATON-AUTO;PEATON;AUTO;LEVE
LC-2019-0008565;1;1;0;0;2019-01-04;2019;1;4;23:47:00;23;;Comuna 4;;POINT (106578.4467728812887799 99285.83842517253651749);-58.391554;-34.635687;PEATON-AUTO;PEATON;AUTO;LEVE
LC-2019-0006857;1;1;0;0;2019-01-04;2019;1;4;09:30:00;9;;Comuna 12;;POINT (96285.55196823418373242 106140.83488695496635046);-58.50378;-34.573907;PEATON-MOTO;PEATON;MOTO;LEVE
LC-2019-0008493;1;1;0;0;2019-01-04;2019;1;4;18:15:00;18;;Comuna 15;;POINT (101698.38061470132379327 104964.90191928477725014);-58.444788;-34.584513;PEATON-TAXI;PEATON;TAXI;LEVE
LC-2019-0008496;1;1;0;0;2019-01-04;2019;1;4;22:27:00;22;;Comuna 13;;POINT (101101.06774223214597441 105434.56773483041615691);-58.451299;-34.58028;PEATON-TAXI;PEATON;TAXI;LEVE
LC-2019-0006547;1;1;0;0;2019-01-04;2019;1;4;02:00:00;2;;Comuna 9;;POINT (96558.40035430548596196 95096.82627505356504116);-58.500852;-34.673463;PEATON-TRANSPORTE PUBLICO;PEATON;TRANSPORTE PUBLICO;LEVE
LC-2019-0006659;1;1;0;0;2019-01-04;2019;1;4;09:20:00;9;;Comuna 12;;POINT (95489.1789707591815386 105019.49963479986763559);-58.512465;-34.584012;SD-SD;SD;SD;LEVE
LC-2019-0006789;1;1;0;0;2019-01-04;2019;1;4;11:31:00;11;;Comuna 13;;POINT (102068.55855483883351553 108664.65520193341944832);-58.440762;-34.551161;SD-SD;SD;SD;LEVE
LC-2019-0007002;1;1;0;0;2019-01-04;2019;1;4;11:45:00;11;;Comuna 9;;POINT (96744.63262045774899889 96884.04907728391117416);-58.498813;-34.657353;SD-SD;SD;SD;LEVE
LC-2019-0008238;2;2;0;0;2019-01-04;2019;1;4;19:33:00;19;;Comuna 15;;POINT (98545.14335612081049476 104269.48551148668047972);-58.479158;-34.590782;SD-SD;SD;SD;LEVE
LC-2019-0008388;3;3;0;0;2019-01-04;2019;1;4;20:47:00;20;;Comuna 15;;POINT (100830.99084100131585728 104822.91007673516287468);-58.454242;-34.585794;TRANSPORTE PUBLICO-AUTO;TRANSPORTE PUBLICO;AUTO;LEVE
LC-2019-0008566;1;1;0;0;2019-01-04;2019;1;4;21:00:00;21;;Comuna 10;;POINT (95320.08361814454838168 101262.43637466526706703);-58.514329;-34.617879;TRANSPORTE PUBLICO-AUTO;TRANSPORTE PUBLICO;AUTO;LEVE
LC-2019-0008314;1;1;0;0;2019-01-04;2019;1;4;05:35:00;5;;Comuna 15;;POINT (100862.53546397405443713 104640.31165571673773229);-58.453898;-34.58744;TRANSPORTE PUBLICO-TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;LEVE
LC-2019-0011897;1;1;0;0;2019-01-04;2019;1;4;15:00:00;15;;Comuna 3;;POINT (105605.29881275483057834 100607.58521073836891446);-58.402176;-34.623778;TRANSPORTE PUBLICO-TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;LEVE
LC-2019-0008916;1;1;0;0;2019-01-05;2019;1;5;09:34:00;9;;Comuna 3;AUTOPISTA;POINT (105524.83044749472173862 100378.33308086733450182);-58.403052;-34.625845;AUTO-AUTO;AUTO;AUTO;LEVE
LC-2019-0009312;1;1;0;0;2019-01-05;2019;1;5;13:40:00;13;;Comuna 10;;POINT (96534.11727436703222338 99174.5390776962012751);-58.5011;-34.636705;BICICLETA-MOTO;BICICLETA;MOTO;LEVE
LC-2019-0052387;1;1;0;0;2019-01-05;2019;1;5;23:30:00;23;;Comuna 3;;POINT (105077.46998910006368533 101150.46360578278836329);-58.407935;-34.618887;BICICLETA-MOTO;BICICLETA;MOTO;LEVE
LC-2019-0008974;1;1;0;0;2019-01-05;2019;1;5;09:30:00;9;;;;;;;BICICLETA-TAXI;BICICLETA;TAXI;LEVE
LC-2019-0008924;1;1;0;0;2019-01-05;2019;1;5;08:20:00;8;;Comuna 3;;POINT (106455.1983855113358004 101117.77488375901884865);-58.392912;-34.619174;CAMION-MOVIL;CAMION;MOVIL;LEVE
LC-2019-0009123;1;1;0;0;2019-01-05;2019;1;5;11:53:00;11;;Comuna 10;;POINT (96516.48023095056123566 100697.20987750698986929);-58.501286;-34.622979;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2019-0009722;1;1;0;0;2019-01-05;2019;1;5;19:21:00;19;;Comuna 8;;POINT (98962.67105362362053711 94034.66976547709782608);-58.47462;-34.683043;MOTO-MOVIL;MOTO;MOVIL;LEVE
LC-2019-0009325;1;1;0;0;2019-01-05;2019;1;5;06:00:00;6;;Comuna 1;;POINT (108747.73466267279582098 102669.1968765186611563);-58.36793;-34.605172;MOTO-TAXI;MOTO;TAXI;LEVE
LC-2019-0010031;1;1;0;0;2019-01-05;2019;1;5;23:40:00;23;;Comuna 15;;POINT (98933.01790868979878724 102784.03412493318319321);-58.474932;-34.604173;MOTO-TRANSPORTE PUBLICO;MOTO;TRANSPORTE PUBLICO;LEVE
LC-2019-0009580;1;1;0;0;2019-01-05;2019;1;5;16:00:00;16;;Comuna 13;;POINT (99597.17742405403987505 108866.648455130532966);-58.467688;-34.549342;MOVIL-TRANSPORTE PUBLICO;MOVIL;TRANSPORTE PUBLICO;LEVE
LC-2019-0009194;1;1;0;0;2019-01-05;2019;1;5;11:55:00;11;;Comuna 3;;POINT (105305.29184423371043522 100208.84258413802308496);-58.405445;-34.627374;PEATON-AUTO;PEATON;AUTO;LEVE
LC-2019-0008603;1;1;0;0;2019-01-05;2019;1;5;00:22:00;0;;Comuna 5;;POINT (104256.42690912733087316 102027.24808332856628112);-58.416892;-34.610987;SD-SD;SD;SD;LEVE
LC-2019-0009305;1;1;0;0;2019-01-05;2019;1;5;10:30:00;10;;Comuna 8;;POINT (101873.58311832686013076 96860.61242667770420667);-58.442861;-34.657568;SD-SD;SD;SD;LEVE
LC-2019-0009068;1;1;0;0;2019-01-05;2019;1;5;11:00:00;11;;Comuna 10;;POINT (93901.44752225054253358 100246.00304822757607326);-58.529805;-34.627034;SD-SD;SD;SD;LEVE
LC-2019-0009392;1;1;0;0;2019-01-05;2019;1;5;15:00:00;15;;Comuna 15;;POINT (101969.76527272950625047 103173.61272299518168438);-58.441826;-34.60066;SD-SD;SD;SD;LEVE
LC-2019-0009807;2;2;0;0;2019-01-05;2019;1;5;20:57:00;20;;Comuna 9;;POINT (99756.9988993665901944 96778.80621651730325539);-58.465951;-34.658307;SD-SD;SD;SD;LEVE
LC-2019-0010621;1;1;0;0;2019-01-05;2019;1;5;21:30:00;21;;Comuna 10;;POINT (97651.92740457790205255 99451.01177728710172232);-58.488908;-34.634216;SD-SD;SD;SD;LEVE
LC-2019-0008860;3;3;0;0;2019-01-05;2019;1;5;06:28:00;6;;Comuna 4;;POINT (104626.10748670189059339 97134.99923005035088863);-58.412835;-34.655086;TRANSPORTE PUBLICO-AUTO;TRANSPORTE PUBLICO;AUTO;LEVE
LC-2019-0012840;1;1;0;0;2019-01-05;2019;1;5;22:00:00;22;;Comuna 11;;POINT (97274.17215884273173288 103051.58828058143262751);-58.493016;-34.601758;TRANSPORTE PUBLICO-TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;LEVE
LC-2019-0010145;1;1;0;0;2019-01-06;2019;1;6;03:20:00;3;;Comuna 11;;POINT (95938.38361004604666959 102733.15556901387753896);-58.50758;-34.604624;AUTO-AUTO;AUTO;AUTO;LEVE
LC-2019-0010983;2;2;0;0;2019-01-06;2019;1;6;22:20:00;22;;;;;;;AUTO-AUTO;AUTO;AUTO;LEVE
LC-2019-0010050;1;1;0;0;2019-01-06;2019;1;6;02:06:00;2;;Comuna 7;;POINT (99397.74980255479749758 99497.3383274763909867);-58.469868;-34.633801;BICICLETA-AUTO;BICICLETA;AUTO;LEVE
LC-2019-0010436;2;0;2;0;2019-01-06;2019;1;6;12:30:00;12;IRIGOYEN, BERNARDO DE y SAN JUAN AV.;Comuna 1;AVENIDA;POINT (107637.9764647071424406 100788.4059817919624038);-58.380012;-34.622135;MOTO-AUTO;MOTO;AUTO;GRAVE
LC-2019-0010649;1;1;0;0;2019-01-06;2019;1;6;18:08:00;18;;Comuna 2;;POINT (104712.807348363683559 103467.49940125667490065);-58.411924;-34.598002;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2019-0010661;1;1;0;0;2019-01-06;2019;1;6;18:11:00;18;;Comuna 6;;POINT (101453.7429263638186967 100454.50351234618574381);-58.447447;-34.625172;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2019-0010884;2;2;0;0;2019-01-06;2019;1;6;21:30:00;21;;Comuna 12;;POINT (97243.9398925545392558 108974.05990393510728609);-58.493326;-34.54837;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2019-0010228;1;1;0;0;2019-01-06;2019;1;6;07:00:00;7;;Comuna 2;;POINT (105315.7894239723100327 104318.699543296432239);-58.405356;-34.590326;MOTO-CAMION;MOTO;CAMION;LEVE
LC-2019-0010814;1;1;0;0;2019-01-06;2019;1;6;20:53:00;20;;Comuna 14;;POINT (104038.24650438211392611 104624.51418533772812225);-58.419283;-34.587575;MOTO-MOTO;MOTO;MOTO;LEVE
LC-2019-0010105;1;1;0;0;2019-01-06;2019;1;6;03:01:00;3;;Comuna 1;;POINT (107505.54120529373176396 103849.05821962971822359);-58.381483;-34.594546;PEATON-TAXI;PEATON;TAXI;LEVE
LC-2019-0010301;1;1;0;0;2019-01-06;2019;1;6;08:40:00;8;;Comuna 1;;POINT (107813.04654733679490164 102979.97571435528516304);-58.378123;-34.602378;PEATON-TAXI;PEATON;TAXI;LEVE
