id_siniestro;numero_total_de_victimas;numero_victimas_leve_siniestro;numero_victimas_grave_siniestro;numero_victimas_mortal_siniestro;fecha_siniestro;anio_siniestro;mes_siniestro;dia_siniestro;hora_siniestro;rango_horario;direccion_normalizada_siniestro;comuna_siniestro;tipo_de_via_siniestro;geocodificacion_plana;longitud_siniestro;latitud_siniestro;participantes_siniestro;modo_desplazamiento_victima;contraparte_siniestro;gravedad_siniestro
LC-2022-0402977;1;1;0;0;2022-08-04;2022;8;4;14:30:00;14;ACHA, MARIANO, GRAL. 1219;Comuna 15;CALLE;POINT(99196.1268095 105325.315997);-58.472061;-34.581265;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0403213;1;1;0;0;2022-08-04;2022;8;4;16:21:00;16;CESPEDES y CABILDO AV.;Comuna 13;AVENIDA;POINT(101391.614032072 106760.303710669);-58.448136;-34.568329;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0413773;1;1;0;0;2022-08-04;2022;8;4;17:10:00;17;GOROSTIAGA y CABILDO AV.;Comuna 13;AVENIDA;POINT(101904.414581168 106449.774767679);-58.442547;-34.571128;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0403416;1;1;0;0;2022-08-04;2022;8;4;19:39:00;19;SUAREZ AV. y HORNOS, GRAL.;Comuna 4;AVENIDA;POINT(108018.475320851 98858.1717996979);-58.375849;-34.63953;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0402302;1;0;1;0;2022-08-04;2022;8;4;08:30:00;8;INDEPENDENCIA AV. y URQUIZA, GRAL.;Comuna 3;AVENIDA;POINT(104956.388458736 101024.580663916);-58.409257;-34.620021;MOTO-MOTO;MOTO;MOTO;GRAVE
LC-2022-0402671;1;1;0;0;2022-08-04;2022;8;4;12:00:00;12;PERON, JUAN DOMINGO, TTE. GENERAL y CALLAO AV.;Comuna 3;AVENIDA;POINT(106529.211891193 102491.767491761);-58.392119;-34.606787;MOTO-UTILITARIO;MOTO;UTILITARIO;LEVE
LC-2022-0414847;1;1;0;0;2022-08-04;2022;8;4;18:30:00;18;DE LOS INCAS AV. y ALVAREZ THOMAS AV.;Comuna 15;AVENIDA;POINT(99445.393703984 105620.994026637);-58.469344;-34.5786;PEATON-AUTO;PEATON;AUTO;LEVE
LC-2022-0450513;1;1;0;0;2022-08-04;2022;8;4;15:00:00;15;FALCON, RAMON L.,CNEL. y VARELA;Comuna 7;CALLE;POINT(99847.4860030452 99817.999662448);-58.464963;-34.63091;PEATON-MOTO;PEATON;MOTO;LEVE
LC-2022-0403121;1;1;0;0;2022-08-04;2022;8;4;14:50:00;14;ALMAFUERTE AV. 331;Comuna 4;AVENIDA;POINT(104612.990406 98566.3603163);-58.412988;-34.642182;PEATON-MOVIL;PEATON;MOVIL;LEVE
LC-2022-0402644;1;1;0;0;2022-08-04;2022;8;4;10:40:00;10;BRASIL y LIMA;Comuna 1;CALLE;POINT(107433.796380508 100255.683280039);-58.382237;-34.626937;PEATON-TRANSPORTE PUBLICO;PEATON;TRANSPORTE PUBLICO;LEVE
LC-2022-0402411;1;1;0;0;2022-08-04;2022;8;4;12:43:00;12;;;;;;;PEATON-TRANSPORTE PUBLICO;PEATON;TRANSPORTE PUBLICO;LEVE
LC-2022-0403011;1;1;0;0;2022-08-04;2022;8;4;15:15:00;15;GAVILAN y CARRIL, SALVADOR MARIA DEL AV.;Comuna 15;AVENIDA;POINT(97524.1947329111 104826.309151509);-58.490284;-34.585761;SD-AUTO;SD;AUTO;LEVE
LC-2022-0401447;1;1;0;0;2022-08-04;2022;8;4;00:10:00;0;DONIZETTI y FALCON, RAMON L.,CNEL.;Comuna 10;CALLE;POINT(96973.3464356466 98995.5638300663);-58.496309;-34.638319;SD-SD;SD;SD;LEVE
LC-2022-0401719;1;1;0;0;2022-08-04;2022;8;4;07:19:00;7;FERNANDEZ DE LA CRUZ, F., GRAL. AV. y MORENO, PERITO AV.;Comuna 7;AVENIDA;POINT(102962.523743385 97662.2080545808);-58.43098;-34.65034;SD-SD;SD;SD;LEVE
LC-2022-0403158;1;1;0;0;2022-08-04;2022;8;4;17:43:00;17;MEXICO y MAZA;Comuna 5;CALLE;POINT(104410.005049218 101057.232915819);-58.41521;-34.61973;SD-SD;SD;SD;LEVE
LC-2022-0403579;1;1;0;0;2022-08-04;2022;8;4;21:31:00;21;LAS HERAS GENERAL AV. 4100;Comuna 14;AVENIDA;POINT(104241.04428 105278.175047);-58.41708;-34.58168;SD-SD;SD;SD;LEVE
LC-2022-0414349;1;1;0;0;2022-08-04;2022;8;4;19:50:00;19;AMEGHINO, FLORENTINO, DR. y PERON, EVA AV.;Comuna 9;AVENIDA;POINT(99011.0518826248 97300.5052837473);-58.474088;-34.653602;TRANSPORTE PUBLICO-TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;LEVE
LC-2022-0404250;1;1;0;0;2022-08-05;2022;8;5;10:00:00;10;;Comuna 13;;POINT(99998.01828 107775.7957);-58.468927;-34.555955;AUTO-AUTO;AUTO;AUTO;LEVE
LC-2022-0405187;2;2;0;0;2022-08-05;2022;8;5;13:40:00;13;;Comuna 13;;POINT(99998.01828 107775.7957);-58.453009;-34.550505;AUTO-AUTO;AUTO;AUTO;LEVE
LC-2022-0405145;1;1;0;0;2022-08-05;2022;8;5;15:06:00;15;GUAMINI y BRAGADO;Comuna 9;CALLE;POINT(95562.6786467459 96493.4719385076);-58.511707;-34.660868;AUTO-AUTO;AUTO;AUTO;LEVE
LC-2022-0404862;1;1;0;0;2022-08-05;2022;8;5;09:20:00;9;CUBA y ECHEVERRIA;Comuna 13;CALLE;POINT(100858.280670558 107479.401356192);-58.453948;-34.561848;BICICLETA-AUTO;BICICLETA;AUTO;LEVE
LC-2022-0404970;1;1;0;0;2022-08-05;2022;8;5;14:00:00;14;;;;;;;BICICLETA-AUTO;BICICLETA;AUTO;LEVE
LC-2022-0405222;1;1;0;0;2022-08-05;2022;8;5;16:25:00;16;TONELERO y SANTIAGO DE CHILE;Comuna 9;CALLE;POINT(95121.9589072555 98462.7290397153);-58.516503;-34.643115;BICICLETA-AUTO;BICICLETA;AUTO;LEVE
LC-2022-0404526;1;1;0;0;2022-08-05;2022;8;5;12:11:00;12;SALTA y CALVO, CARLOS;Comuna 1;CALLE;POINT(107365.950774348 101051.656894968);-58.38298;-34.61976;BICICLETA-MOTO;BICICLETA;MOTO;LEVE
LC-2022-0404118;1;1;0;0;2022-08-05;2022;8;5;08:20:00;8;;Comuna 2;;POINT (105941.838607 103756.778878);-58.398528;-34.595388;BICICLETA-TAXI;BICICLETA;TAXI;LEVE
LC-2022-0409414;1;1;0;0;2022-08-05;2022;8;5;06:40:00;6;CASTRO, EMILIO AV. y PAZ, GRAL. AV.;Comuna 9;AV. GRAL. PAZ;POINT(94351.4298640424 96991.1877385076);-58.524917;-34.656375;BICICLETA-UTILITARIO;BICICLETA;UTILITARIO;LEVE
LC-2022-0403846;1;1;0;0;2022-08-05;2022;8;5;01:30:00;1;24 DE NOVIEMBRE y BELGRANO AV.;Comuna 3;AVENIDA;POINT(104782.603641284 101543.895904929);-58.411155;-34.615341;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0404033;1;1;0;0;2022-08-05;2022;8;5;08:15:00;8;PAZ, GRAL. AV. y EZEIZA;Comuna 12;AV. GRAL. PAZ;POINT(95465.9871768151 105701.331681886);-58.512713;-34.577866;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0406664;1;1;0;0;2022-08-05;2022;8;5;09:30:00;9;CHILAVERT, MARTINIANO, CORONEL y ACOSTA, MARIANO;Comuna 8;CALLE;POINT(101464.769668883 96421.9483973057);-58.447321;-34.661521;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0405540;1;1;0;0;2022-08-05;2022;8;5;10:20:00;10;SAN MARTIN AV. y BEIRO, FRANCISCO AV.;Comuna 15;AVENIDA;POINT(96918.2196451689 103618.708065255);-58.496893;-34.596645;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0404841;1;1;0;0;2022-08-05;2022;8;5;13:10:00;13;PAZ, GRAL. AV. y LAMARCA, EMILIO;Comuna 11;AV. GRAL. PAZ;POINT(95101.1018326656 104772.944408179);-58.516694;-34.586233;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0407791;1;1;0;0;2022-08-05;2022;8;5;14:00:00;14;DEL LIBERTADOR AV. y GOROSTIAGA;Comuna 14;AVENIDA;POINT(102551.906212861 107212.042507763);-58.435493;-34.564255;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0405311;1;1;0;0;2022-08-05;2022;8;5;14:50:00;14;LA PLATA AV. y ALBERDI, JUAN BAUTISTA AV.;Comuna 6;AVENIDA;POINT(103255.813059229 100797.786652445);-58.427799;-34.622072;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0405466;1;1;0;0;2022-08-05;2022;8;5;16:00:00;16;;Comuna 1;;POINT(99998.01828 107775.7957);-58.381223;-34.607287;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0405502;1;1;0;0;2022-08-05;2022;8;5;17:05:00;17;SARAZA y MURGUIONDO;Comuna 8;CALLE;POINT(98328.5228894039 95196.6586600748);-58.481537;-34.672566;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0405700;1;1;0;0;2022-08-05;2022;8;5;18:35:00;18;BALBIN, RICARDO, DR. AV. y ARIAS;Comuna 12;AVENIDA;POINT(96866.3026576414 108414.38761719);-58.49744;-34.55341;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0405617;1;1;0;0;2022-08-05;2022;8;5;19:00:00;19;DE LOS CONSTITUYENTES AV. y QUESADA;Comuna 12;AVENIDA;POINT(96473.2706282583 106076.868176013);-58.501733;-34.574485;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0405919;1;1;0;0;2022-08-05;2022;8;5;22:10:00;22;LARRALDE, CRISOLOGO AV. y BURELA;Comuna 12;AVENIDA;POINT(96500.2013054941 107032.252835324);-58.501436;-34.565873;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0403891;1;1;0;0;2022-08-05;2022;8;5;05:34:00;5;;Comuna 8;;POINT (98181.982378 93672.120342);-58.48314;-34.68631;MOTO-CAMION;MOTO;CAMION;LEVE
LC-2022-0404410;1;1;0;0;2022-08-05;2022;8;5;09:04:00;9;JUSTO, JUAN B. AV. 7120;Comuna 10;AVENIDA;POINT(97438.7885403 100224.6705);-58.491229;-34.627241;MOTO-CAMION;MOTO;CAMION;LEVE
LC-2022-0405624;1;1;0;0;2022-08-05;2022;8;5;17:44:00;17;GAONA AV. y TERRERO;Comuna 11;AVENIDA;POINT(100131.564954077 101605.655879995);-58.461866;-34.614795;MOTO-TAXI;MOTO;TAXI;LEVE
LC-2022-0404145;1;0;1;0;2022-08-05;2022;8;5;08:00:00;8;OLIDEN y GARZON, EUGENIO, GRAL. AV.;Comuna 9;AVENIDA;POINT(97047.7939592823 96585.1211211597);-58.495505;-34.660047;PEATON-AUTO;PEATON;AUTO;GRAVE
LC-2022-0404720;1;1;0;0;2022-08-05;2022;8;5;13:00:00;13;DE LOS CONSTITUYENTES AV. y OLAZABAL AV.;Comuna 12;AVENIDA;POINT(97233.4068909048 105367.08416814);-58.493452;-34.580885;PEATON-AUTO;PEATON;AUTO;LEVE
LC-2022-0405410;1;1;0;0;2022-08-05;2022;8;5;17:20:00;17;CATAMARCA y 15 DE NOVIEMBRE DE 1889;Comuna 4;CALLE;POINT(105688.59341726 99462.7378620797);-58.401263;-34.634096;PEATON-AUTO;PEATON;AUTO;LEVE
LC-2022-0405217;1;1;0;0;2022-08-05;2022;8;5;16:37:00;16;CALLAO AV. y POSADAS;Comuna 2;AVENIDA;POINT(106991.992240881 104626.03407907);-58.38708;-34.58754;PEATON-BICICLETA;PEATON;BICICLETA;LEVE
LC-2022-0452683;1;1;0;0;2022-08-05;2022;8;5;10:00:00;10;PUEYRREDON AV. y PERON, JUAN DOMINGO, TTE. GENERAL;Comuna 3;AVENIDA;POINT(105244.383863559 102386.613804413);-58.406125;-34.607742;PEATON-MOTO;PEATON;MOTO;LEVE
LC-2022-0405738;1;1;0;0;2022-08-05;2022;8;5;19:30:00;19;9 DE JULIO AV. y VIAMONTE;Comuna 1;AVENIDA;POINT(107457.873045853 103212.285268526);-58.382001;-34.600286;PEATON-MOTO;PEATON;MOTO;LEVE
LC-2022-0404148;1;1;0;0;2022-08-05;2022;8;5;07:50:00;7;MORENO, PERITO AV. 1700;Comuna 4;AVENIDA;POINT(102964.520371 97662.3241518);-58.430964;-34.650337;PEATON-MOVIL;PEATON;MOVIL;LEVE
LC-2022-0405672;1;1;0;0;2022-08-05;2022;8;5;18:00:00;18;ROSARIO 224;Comuna 6;CALLE;POINT(102867.156442 101159.100296);-58.432038;-34.618817;PEATON-UTILITARIO;PEATON;UTILITARIO;LEVE
LC-2022-0405631;1;1;0;0;2022-08-05;2022;8;5;19:44:00;19;PERON, JUAN DOMINGO, TTE. GENERAL y BULNES;Comuna 5;CALLE;POINT(104098.447155385 102494.13578163);-58.41862;-34.60678;SD-SD;SD;SD;LEVE
LC-2022-0404249;1;1;0;0;2022-08-05;2022;8;5;06:30:00;6;VARELA AV. 1301;Comuna 7;AVENIDA;POINT(100882.502501 98351.5990596);-58.453675;-34.644128;TRANSPORTE PUBLICO-SD;TRANSPORTE PUBLICO;SD;LEVE
LC-2022-0405694;1;1;0;0;2022-08-05;2022;8;5;18:13:00;18;ACOYTE AV. y DIAZ VELEZ AV.;Comuna 6;AVENIDA;POINT(102125.969123092 102270.879136083);-58.440122;-34.608797;TRANSPORTE PUBLICO-SD;TRANSPORTE PUBLICO;SD;LEVE
LC-2022-0405866;1;1;0;0;2022-08-05;2022;8;5;21:10:00;21;GUAYAQUIL 702;Comuna 6;CALLE;POINT(102279.742669 100843.291024);-58.438442;-34.621665;TRANSPORTE PUBLICO-SD;TRANSPORTE PUBLICO;SD;LEVE
LC-2022-0405868;1;1;0;0;2022-08-05;2022;8;5;22:00:00;22;;;;;;;UTILITARIO-MULTIPLE;UTILITARIO;MULTIPLE;LEVE
LC-2022-0406423;1;1;0;0;2022-08-06;2022;8;6;05:45:00;5;CORDOBA AV. y MALABIA;Comuna 15;AVENIDA;POINT(102942.784020822 103963.275095628);-58.431223;-34.593539;AUTO-AUTO;AUTO;AUTO;LEVE
LC-2022-0406365;1;1;0;0;2022-08-06;2022;8;6;13:00:00;13;;;;;;;AUTO-AUTO;AUTO;AUTO;LEVE
LC-2022-0468734;1;1;0;0;2022-08-06;2022;8;6;19:50:00;19;VEGA, NICETO, CNEL. AV. 5534;Comuna 14;AVENIDA;POINT(102242.4613 104671.908705);-58.438859;-34.587153;AUTO-AUTO;AUTO;AUTO;LEVE
LC-2022-0409659;1;1;0;0;2022-08-06;2022;8;6;13:00:00;13;CABOTO y VALLE, ARISTOBULO DEL;Comuna 4;CALLE;POINT(109801.699362592 99778.1926662764);-58.356411;-34.631222;AUTO-TRANSPORTE PUBLICO;AUTO;TRANSPORTE PUBLICO;LEVE
LC-2022-0407551;1;1;0;0;2022-08-06;2022;8;6;10:30:00;10;RAWSON DE DELLEPIANE, ELVIRA AV. y LANTERI JULIETA;Comuna 4;AVENIDA;POINT(109566.747664123 100939.962022422);-58.358986;-34.620751;BICICLETA-AUTO;BICICLETA;AUTO;LEVE
LC-2022-0406376;1;1;0;0;2022-08-06;2022;8;6;16:00:00;16;CALVO, CARLOS y PIEDRAS;Comuna 1;CALLE;POINT(107889.491176593 101055.784919098);-58.377276;-34.619722;BICICLETA-AUTO;BICICLETA;AUTO;LEVE
LC-2022-0411016;1;1;0;0;2022-08-06;2022;8;6;18:45:00;18;CASTRO, EMILIO AV. y DE LA TORRE, LISANDRO;Comuna 9;AVENIDA;POINT(95314.2219745749 97533.5013967751);-58.514412;-34.651492;BICICLETA-AUTO;BICICLETA;AUTO;LEVE
LC-2022-0406537;1;1;0;0;2022-08-06;2022;8;6;13:35:00;13;SUPERI 1580;Comuna 13;CALLE;POINT(100093.754414 106254.70424);-58.462278;-34.572888;BICICLETA-BICICLETA;BICICLETA;BICICLETA;LEVE
LC-2022-0407992;1;1;0;0;2022-08-06;2022;8;6;16:30:00;16;DEL LIBERTADOR AV. y AZURDUY JUANA;Comuna 13;AVENIDA;POINT(100475.622329172 109230.882659451);-58.458119;-34.546059;BICICLETA-TAXI;BICICLETA;TAXI;LEVE
LC-2022-0406075;1;1;0;0;2022-08-06;2022;8;6;03:31:00;3;INDEPENDENCIA AV. y SOLIS;Comuna 1;AVENIDA;POINT(106692.149946733 101239.023606129);-58.39032;-34.61808;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0406607;1;1;0;0;2022-08-06;2022;8;6;11:30:00;11;FALCON, RAMON L.,CNEL. y CHIRIMAY;Comuna 6;CALLE;POINT(101422.680828394 100557.195293737);-58.447787;-34.624245;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0406346;1;1;0;0;2022-08-06;2022;8;6;15:00:00;15;PAZ, GRAL. AV. y CHAVEZ, JORGE;Comuna 9;AV. GRAL. PAZ;POINT(94030.4783360778 97680.9200807321);-58.528413;-34.650156;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0406372;1;1;0;0;2022-08-06;2022;8;6;15:30:00;15;ZAPIOLA y PAZ, GRAL. AV.;Comuna 12;AV. GRAL. PAZ;POINT(98438.8380914996 109709.828420251);-58.480306;-34.541741;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0406504;1;1;0;0;2022-08-06;2022;8;6;16:00:00;16;FERNANDEZ DE LA CRUZ, F., GRAL. AV. y OLIDEN;Comuna 8;AVENIDA;POINT(99577.2066555372 94230.5871701716);-58.467913;-34.681275;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0406608;1;1;0;0;2022-08-06;2022;8;6;16:30:00;16;FIGUEROA ALCORTA, PRES. AV. y TAGLE;Comuna 14;AVENIDA;POINT(105980.99128826 105385.932619459);-58.398116;-34.580702;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0406817;1;1;0;0;2022-08-06;2022;8;6;22:17:00;22;ENTRE RIOS AV. y GARAY, JUAN DE AV.;Comuna 3;AVENIDA;POINT(106612.549821855 100244.756762444);-58.39118;-34.62704;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0406876;1;1;0;0;2022-08-06;2022;8;6;22:55:00;22;;;;;;;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0406996;1;1;0;0;2022-08-06;2022;8;6;23:10:00;23;ALBERDI, JUAN BAUTISTA AV. 912;Comuna 6;AVENIDA;POINT(102033.338583 100699.758743);-58.441128;-34.622959;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0406659;2;1;1;0;2022-08-06;2022;8;6;08:20:00;8;URQUIZA, GRAL. y SAN JUAN AV.;Comuna 3;AVENIDA;POINT(104990.655652052 100516.795581244);-58.40888;-34.624598;MOTO-CAMION;MOTO;CAMION;GRAVE
HC-2022-0406264;1;0;0;1;2022-08-06;2022;8;6;05:58:00;5;GODOY CRUZ y VEGA, NICETO, CNEL.;Comuna 14;CALLE;POINT(102486.48769937 104477.362226987);-58.436196;-34.588906;MOTO-OTRO;MOTO;OTRO;MORTAL
LC-2022-0406776;1;0;1;0;2022-08-06;2022;8;6;19:20:00;19;MANZANARES y CRAMER;Comuna 12;CALLE;POINT(99016.3971434099 108825.547278502);-58.474016;-34.549713;PEATON-AUTO;PEATON;AUTO;GRAVE
LC-2022-0280553;1;0;1;0;2022-08-06;2022;8;6;00:00:00;0;;;;;;;SD-SD;SD;SD;GRAVE
LC-2022-0406868;1;1;0;0;2022-08-06;2022;8;6;21:15:00;21;NAVARRO y CHIVILCOY AV.;Comuna 11;AVENIDA;POINT(95802.1001418736 102916.546183332);-58.509063;-34.60297;TRANSPORTE PUBLICO-SD;TRANSPORTE PUBLICO;SD;LEVE
LC-2022-0407265;1;1;0;0;2022-08-07;2022;8;7;07:20:00;7;RIVADAVIA AV. y CONCORDIA;Comuna 10;AVENIDA;POINT(98867.1454449829 99662.0598873511);-58.475654;-34.632315;AUTO-AUTO;AUTO;AUTO;LEVE
LC-2022-0407398;1;1;0;0;2022-08-07;2022;8;7;08:30:00;8;;Comuna 11;;POINT (100255.513064 102594.182095);-58.460514;-34.605885;AUTO-AUTO;AUTO;AUTO;LEVE
LC-2022-0407317;1;1;0;0;2022-08-07;2022;8;7;07:30:00;7;VELAZQUEZ y MORENO, PERITO AV.;Comuna 7;AVENIDA;POINT(100360.172550761 97659.2941848817);-58.459371;-34.650368;AUTO-OBJETO FIJO;AUTO;OBJETO FIJO;LEVE
LC-2022-0408125;1;0;1;0;2022-08-07;2022;8;7;22:00:00;22;CORRIENTES AV. y AZCUENAGA;Comuna 3;AVENIDA;POINT(105729.220784473 102726.679246432);-58.400842;-34.604674;MOTO-AUTO;MOTO;AUTO;GRAVE
LC-2022-0407083;1;1;0;0;2022-08-07;2022;8;7;01:30:00;1;CARHUE y PALMAR;Comuna 9;CALLE;POINT(94371.686226893 98398.9213455481);-58.524687;-34.643686;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0407697;1;1;0;0;2022-08-07;2022;8;7;11:00:00;11;SANTA FE AV. 3780;Comuna 14;AVENIDA;POINT(104250.619438 104957.469708);-58.416972;-34.584573;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0407666;1;1;0;0;2022-08-07;2022;8;7;15:52:00;15;LANZA y FERNANDEZ DE LA CRUZ, F., GRAL. AV.;Comuna 4;AVENIDA;POINT(103268.993037306 98025.3578355362);-58.427644;-34.647064;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0407980;1;1;0;0;2022-08-07;2022;8;7;19:20:00;19;;Comuna 8;;POINT (101978.750815 96544.650155);-58.441713;-34.660416;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0407955;1;1;0;0;2022-08-07;2022;8;7;20:31:00;20;ROCAMORA y GASCON;Comuna 5;CALLE;POINT(103643.976890523 103344.433999928);-58.42358;-34.59912;MOTO-AUTO;MOTO;AUTO;LEVE
HC-2022-0407218;1;0;0;1;2022-08-07;2022;8;7;03:30:00;3;DORREGO AV. y FIGUEROA ALCORTA, PRES. AV.;Comuna 14;AVENIDA;POINT(103998.508899247 107103.678035642);-58.419727;-34.565226;MOTO-AUTO;MOTO;AUTO;MORTAL
LC-2022-0407559;2;1;1;0;2022-08-07;2022;8;7;07:30:00;7;RODRIGUEZ, MANUEL A., GENERAL y CASAFOUST;Comuna 15;CALLE;POINT(100680.016099717 103306.456297375);-58.455887;-34.599464;MOTO-MOTO;MOTO;MOTO;GRAVE
LC-2022-0407535;1;1;0;0;2022-08-07;2022;8;7;09:30:00;9;OLIVERA AV. y SAN PEDRO;Comuna 9;AVENIDA;POINT(98223.3723216025 97608.1263816619);-58.482679;-34.650828;MOTO-SD;MOTO;SD;LEVE
LC-2022-0407475;1;1;0;0;2022-08-07;2022;8;7;09:50:00;9;;Comuna 14;;POINT (103300.281696 106260.286071);-58.427333;-34.572832;PEATON-AUTO;PEATON;AUTO;LEVE
LC-2022-0407964;1;1;0;0;2022-08-07;2022;8;7;20:38:00;20;;Comuna 5;;POINT(99998.01828 107775.7957);-58.415317;-34.601759;PEATON-AUTO;PEATON;AUTO;LEVE
LC-2022-0408067;1;1;0;0;2022-08-07;2022;8;7;11:15:00;11;;;;;;;PEATON-MOTO;PEATON;MOTO;LEVE
LC-2022-0407255;1;1;0;0;2022-08-07;2022;8;7;07:35:00;7;DEL LIBERTADOR AV. 336;Comuna 1;AVENIDA;POINT(107787.433291 104249.061633);-58.37841;-34.59093;SD-SD;SD;SD;LEVE
LC-2022-0407310;1;1;0;0;2022-08-07;2022;8;7;05:00:00;5;DEL LIBERTADOR AV. 336;Comuna 1;AVENIDA;POINT(107787.433291 104249.061633);-58.378418;-34.590938;TAXI-AUTO;TAXI;AUTO;LEVE
LC-2022-0407928;1;1;0;0;2022-08-07;2022;8;7;05:00:00;5;DE MAYO AV. y PIEDRAS;Comuna 1;AVENIDA;POINT(107843.44687886 102267.452308931);-58.377789;-34.6088;TAXI-AUTO;TAXI;AUTO;LEVE
LC-2022-0407922;1;1;0;0;2022-08-07;2022;8;7;12:30:00;12;RIVADAVIA AV.;Comuna 9;AVENIDA;POINT(99998.01828 107775.7957);-58.526561;-34.639264;TRANSPORTE PUBLICO-TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;LEVE
LC-2022-0410237;1;1;0;0;2022-08-08;2022;8;8;20:00:00;20;LASCANO y PAZ, GRAL. AV.;Comuna 10;AV. GRAL. PAZ;POINT(93923.4623767355 99800.1523300357);-58.529565;-34.631052;AUTO-AUTO;AUTO;AUTO;LEVE
LC-2022-0409898;1;1;0;0;2022-08-08;2022;8;8;17:00:00;17;;Comuna 8;AUTOPISTA;POINT(99998.01828 107775.7957);-58.435401;-34.672911;AUTO-CAMION;AUTO;CAMION;LEVE
LC-2022-0410438;1;1;0;0;2022-08-08;2022;8;8;22:51:00;22;;Comuna 14;;POINT (103900.024137 104047.498642);-58.420787;-34.592777;BICICLETA-AUTO;BICICLETA;AUTO;LEVE
LC-2022-0409777;1;1;0;0;2022-08-08;2022;8;8;15:00:00;15;MOLDES y PAROISSIEN;Comuna 12;CALLE;POINT(99138.3048289981 109034.511998028);-58.472688;-34.547829;BICICLETA-CAMION;BICICLETA;CAMION;LEVE
LC-2022-0410473;1;1;0;0;2022-08-08;2022;8;8;23:20:00;23;CHARCAS y BULNES;Comuna 14;CALLE;POINT(104530.574482619 104299.347192851);-58.413917;-34.590504;BICICLETA-MOTO;BICICLETA;MOTO;LEVE
LC-2022-0408513;1;1;0;0;2022-08-08;2022;8;8;07:42:00;7;9 DE JULIO AV. y LAVALLE;Comuna 1;AVENIDA;POINT(107467.875858942 102960.028463346);-58.38189;-34.60256;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0408695;1;1;0;0;2022-08-08;2022;8;8;07:45:00;7;TRIUNVIRATO AV. y ACHA, MARIANO, GRAL.;Comuna 15;AVENIDA;POINT(99194.3017297942 105216.091447259);-58.472081;-34.58225;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0412541;1;1;0;0;2022-08-08;2022;8;8;12:30:00;12;FIGUEROA ALCORTA, PRES. AV. 4000;;AVENIDA;POINT(104584.65529 106514.93893);-58.41334;-34.57053;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0409867;1;1;0;0;2022-08-08;2022;8;8;16:00:00;16;MONTREAL y MIRALLA;Comuna 8;CALLE;POINT(98615.1078562984 95953.2758896323);-58.478409;-34.665746;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0410349;1;1;0;0;2022-08-08;2022;8;8;17:30:00;17;CARRIL, SALVADOR MARIA DEL AV. y ESTADO PLURINACIONAL DE BOLIVIA;Comuna 15;AVENIDA;POINT(97110.6593422697 104511.837295799);-58.494793;-34.588594;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0413978;1;1;0;0;2022-08-08;2022;8;8;21:30:00;21;ARIAS 2375;Comuna 13;CALLE;POINT(99127.595419 109679.79076);-58.472804;-34.542013;MOTO-AUTO;MOTO;AUTO;LEVE
LC-2022-0409578;1;1;0;0;2022-08-08;2022;8;8;14:10:00;14;RIVADAVIA AV. 8356;Comuna 10;AVENIDA;POINT(98349.8145964 99498.3595647);-58.481296;-34.63379;MOTO-MOTO;MOTO;MOTO;LEVE
