id_siniestro;fecha_siniestro;anio_siniestro;modo_desplazamiento_victima;sexo_victima;edad_victima;GRAVEdad_victima;rol_victima;fecha_fallecimiento_victima
LC-2019-0027551;2019-01-14;2019;SD;SD;SD;LEVE;SD;
LC-2019-0028635;2019-01-14;2019;SD;SD;SD;LEVE;SD;
LC-2019-0029010;2019-01-15;2019;MOTO;M;40;GRAVE;SD;
LC-2019-0028782;2019-01-15;2019;SD;F;6;LEVE;SD;
LC-2019-0028731;2019-01-15;2019;SD;F;7;LEVE;SD;
LC-2019-0030128;2019-01-15;2019;SD;F;22;LEVE;SD;
LC-2019-0030786;2019-01-15;2019;SD;F;29;LEVE;SD;
LC-2019-0028731;2019-01-15;2019;SD;F;32;LEVE;SD;
LC-2019-0028731;2019-01-15;2019;SD;F;32;LEVE;SD;
LC-2019-0030658;2019-01-15;2019;SD;F;33;LEVE;SD;
LC-2019-0030272;2019-01-15;2019;SD;F;57;LEVE;SD;
LC-2019-0028657;2019-01-15;2019;SD;F;59;LEVE;SD;
LC-2019-0029065;2019-01-15;2019;SD;F;SD;LEVE;SD;
LC-2019-0029065;2019-01-15;2019;SD;F;SD;LEVE;SD;
LC-2019-0030574;2019-01-15;2019;SD;F;SD;LEVE;SD;
LC-2019-0028702;2019-01-15;2019;SD;M;18;LEVE;SD;
LC-2019-0028702;2019-01-15;2019;SD;M;18;LEVE;SD;
LC-2019-0031001;2019-01-15;2019;SD;M;24;LEVE;SD;
LC-2019-0030792;2019-01-15;2019;SD;M;27;LEVE;SD;
LC-2019-0028657;2019-01-15;2019;SD;M;32;LEVE;SD;
LC-2019-0029566;2019-01-15;2019;SD;M;32;LEVE;SD;
LC-2019-0028796;2019-01-15;2019;SD;M;40;LEVE;SD;
LC-2019-0035369;2019-01-15;2019;SD;M;40;LEVE;SD;
LC-2019-0030435;2019-01-15;2019;SD;M;42;LEVE;SD;
LC-2019-0029346;2019-01-15;2019;SD;M;44;LEVE;SD;
LC-2019-0030352;2019-01-15;2019;SD;M;50;LEVE;SD;
LC-2019-0028657;2019-01-15;2019;SD;M;59;LEVE;SD;
LC-2019-0029347;2019-01-15;2019;SD;M;62;LEVE;SD;
LC-2019-0030566;2019-01-15;2019;SD;M;63;LEVE;SD;
LC-2019-0029336;2019-01-15;2019;SD;M;67;LEVE;SD;
LC-2019-0029336;2019-01-15;2019;SD;M;67;LEVE;SD;
LC-2019-0030793;2019-01-15;2019;SD;M;SD;LEVE;SD;
LC-2019-0029367;2019-01-15;2019;SD;SD;SD;LEVE;SD;
LC-2019-0030300;2019-01-15;2019;SD;SD;SD;LEVE;SD;
LC-2019-0030858;2019-01-15;2019;SD;SD;SD;LEVE;SD;
LC-2019-0033440;2019-01-16;2019;SD;F;6;LEVE;SD;
LC-2019-0033180;2019-01-16;2019;SD;F;23;LEVE;SD;
LC-2019-0037717;2019-01-16;2019;SD;F;29;LEVE;SD;
LC-2019-0032487;2019-01-16;2019;SD;F;40;LEVE;SD;
LC-2019-0032487;2019-01-16;2019;SD;F;40;LEVE;SD;
LC-2019-0033412;2019-01-16;2019;SD;F;66;LEVE;SD;
LC-2019-0033368;2019-01-16;2019;SD;F;SD;LEVE;SD;
LC-2019-0033399;2019-01-16;2019;SD;F;SD;LEVE;SD;
LC-2019-0043540;2019-01-16;2019;SD;F;SD;LEVE;SD;
LC-2019-0033489;2019-01-16;2019;SD;M;22;LEVE;SD;
LC-2019-0033174;2019-01-16;2019;SD;M;23;LEVE;SD;
LC-2019-0033593;2019-01-16;2019;SD;M;24;LEVE;SD;
LC-2019-0031424;2019-01-16;2019;SD;M;26;LEVE;SD;
LC-2019-0032903;2019-01-16;2019;SD;M;26;LEVE;SD;
LC-2019-0032657;2019-01-16;2019;SD;M;27;LEVE;SD;
LC-2019-0032657;2019-01-16;2019;SD;M;27;LEVE;SD;
LC-2019-0032834;2019-01-16;2019;SD;M;34;LEVE;SD;
LC-2019-0033263;2019-01-16;2019;SD;M;34;LEVE;SD;
LC-2019-0033333;2019-01-16;2019;SD;M;35;LEVE;SD;
LC-2019-0031634;2019-01-16;2019;SD;M;39;LEVE;SD;
LC-2019-0031071;2019-01-16;2019;SD;M;41;LEVE;SD;
LC-2019-0032605;2019-01-16;2019;SD;M;42;LEVE;SD;
LC-2019-0033459;2019-01-16;2019;SD;M;45;LEVE;SD;
LC-2019-0032607;2019-01-16;2019;SD;M;51;LEVE;SD;
LC-2019-0031641;2019-01-16;2019;SD;M;SD;LEVE;SD;
LC-2019-0034987;2019-01-17;2019;MOTO;M;48;GRAVE;SD;
LC-2019-0036172;2019-01-17;2019;SD;F;23;LEVE;SD;
LC-2019-0035011;2019-01-17;2019;SD;F;24;LEVE;SD;
LC-2019-0036035;2019-01-17;2019;SD;F;27;LEVE;SD;
LC-2019-0034710;2019-01-17;2019;SD;F;29;LEVE;SD;
LC-2019-0036051;2019-01-17;2019;SD;F;31;LEVE;SD;
LC-2019-0035269;2019-01-17;2019;SD;F;43;LEVE;SD;
LC-2019-0035843;2019-01-17;2019;SD;F;43;LEVE;SD;
LC-2019-0035884;2019-01-17;2019;SD;F;65;LEVE;SD;
LC-2019-0045960;2019-01-17;2019;SD;F;66;LEVE;SD;
LC-2019-0033646;2019-01-17;2019;SD;F;SD;LEVE;SD;
LC-2019-0033821;2019-01-17;2019;SD;F;SD;LEVE;SD;
LC-2019-0036233;2019-01-17;2019;SD;F;SD;LEVE;SD;
LC-2019-0036257;2019-01-17;2019;SD;F;SD;LEVE;SD;
LC-2019-0035598;2019-01-17;2019;SD;M;23;LEVE;SD;
LC-2019-0033624;2019-01-17;2019;SD;M;26;LEVE;SD;
LC-2019-0033845;2019-01-17;2019;SD;M;28;LEVE;SD;
LC-2019-0035861;2019-01-17;2019;SD;M;28;LEVE;SD;
LC-2019-0036157;2019-01-17;2019;SD;M;32;LEVE;SD;
LC-2019-0034915;2019-01-17;2019;SD;M;33;LEVE;SD;
LC-2019-0035947;2019-01-17;2019;SD;M;39;LEVE;SD;
LC-2019-0035702;2019-01-17;2019;SD;M;45;LEVE;SD;
LC-2019-0034601;2019-01-17;2019;SD;M;66;LEVE;SD;
LC-2019-0034601;2019-01-17;2019;SD;M;66;LEVE;SD;
LC-2019-0034889;2019-01-17;2019;SD;M;80;LEVE;SD;
LC-2019-0034229;2019-01-17;2019;SD;M;SD;LEVE;SD;
LC-2019-0034229;2019-01-17;2019;SD;M;SD;LEVE;SD;
LC-2019-0034229;2019-01-17;2019;SD;M;SD;LEVE;SD;
LC-2019-0034229;2019-01-17;2019;SD;M;SD;LEVE;SD;
LC-2019-0034914;2019-01-17;2019;SD;SD;SD;LEVE;SD;
LC-2019-0038545;2019-01-18;2019;PEATON;M;33;GRAVE;PEATON;
LC-2019-0037893;2019-01-18;2019;SD;F;1;LEVE;SD;
LC-2019-0037893;2019-01-18;2019;SD;F;24;LEVE;SD;
LC-2019-0037893;2019-01-18;2019;SD;F;24;LEVE;SD;
LC-2019-0036762;2019-01-18;2019;SD;F;25;LEVE;SD;
LC-2019-0039169;2019-01-18;2019;SD;F;36;LEVE;SD;
LC-2019-0038880;2019-01-18;2019;SD;F;38;LEVE;SD;
LC-2019-0037547;2019-01-18;2019;SD;F;41;LEVE;SD;
LC-2019-0037791;2019-01-18;2019;SD;F;67;LEVE;SD;
LC-2019-0037563;2019-01-18;2019;SD;F;71;LEVE;SD;
LC-2019-0038915;2019-01-18;2019;SD;F;SD;LEVE;SD;
LC-2019-0039050;2019-01-18;2019;SD;F;SD;LEVE;SD;
LC-2019-0039494;2019-01-18;2019;SD;F;SD;LEVE;SD;
LC-2019-0052190;2019-01-18;2019;SD;F;SD;LEVE;SD;
LC-2019-0036324;2019-01-18;2019;SD;M;21;LEVE;SD;
LC-2019-0037998;2019-01-18;2019;SD;M;24;LEVE;SD;
LC-2019-0036239;2019-01-18;2019;SD;M;27;LEVE;SD;
LC-2019-0037776;2019-01-18;2019;SD;M;31;LEVE;SD;
LC-2019-0036508;2019-01-18;2019;SD;M;32;LEVE;SD;
LC-2019-0039419;2019-01-18;2019;SD;M;33;LEVE;SD;
LC-2019-0037956;2019-01-18;2019;SD;M;37;LEVE;SD;
LC-2019-0037956;2019-01-18;2019;SD;M;37;LEVE;SD;
LC-2019-0038880;2019-01-18;2019;SD;M;38;LEVE;SD;
LC-2019-0054502;2019-01-18;2019;SD;M;38;LEVE;SD;
LC-2019-0081956;2019-01-18;2019;SD;M;39;LEVE;SD;
LC-2019-0037490;2019-01-18;2019;SD;M;41;LEVE;SD;
LC-2019-0039296;2019-01-18;2019;SD;M;42;LEVE;SD;
LC-2019-0040436;2019-01-18;2019;SD;M;44;LEVE;SD;
LC-2019-0037898;2019-01-18;2019;SD;M;52;LEVE;SD;
LC-2019-0038664;2019-01-18;2019;SD;M;70;LEVE;SD;
LC-2019-0036547;2019-01-18;2019;SD;M;SD;LEVE;SD;
LC-2019-0036547;2019-01-18;2019;SD;M;SD;LEVE;SD;
LC-2019-0037918;2019-01-18;2019;SD;M;SD;LEVE;SD;
LC-2019-0040008;2019-01-18;2019;SD;M;SD;LEVE;SD;
LC-2019-0037939;2019-01-18;2019;SD;SD;SD;LEVE;SD;
LC-2019-0038196;2019-01-18;2019;SD;SD;SD;LEVE;SD;
HC-2019-0040050;2019-01-19;2019;MOTO;M;43;MORTAL;CONDUCTOR;2019-1-19
LC-2019-0039446;2019-01-19;2019;SD;F;17;LEVE;SD;
LC-2019-0044720;2019-01-19;2019;SD;F;19;LEVE;SD;
LC-2019-0039736;2019-01-19;2019;SD;F;27;LEVE;SD;
LC-2019-0040616;2019-01-19;2019;SD;F;37;LEVE;SD;
LC-2019-0040126;2019-01-19;2019;SD;F;49;LEVE;SD;
LC-2019-0040179;2019-01-19;2019;SD;F;61;LEVE;SD;
LC-2019-0042297;2019-01-19;2019;SD;F;64;LEVE;SD;
LC-2019-0073192;2019-01-19;2019;SD;F;71;LEVE;SD;
LC-2019-0040126;2019-01-19;2019;SD;F;SD;LEVE;SD;
LC-2019-0040286;2019-01-19;2019;SD;F;SD;LEVE;SD;
LC-2019-0039636;2019-01-19;2019;SD;M;20;LEVE;SD;
LC-2019-0039636;2019-01-19;2019;SD;M;20;LEVE;SD;
LC-2019-0039502;2019-01-19;2019;SD;M;23;LEVE;SD;
LC-2019-0039502;2019-01-19;2019;SD;M;23;LEVE;SD;
LC-2019-0041689;2019-01-19;2019;SD;M;26;LEVE;SD;
LC-2019-0039502;2019-01-19;2019;SD;M;27;LEVE;SD;
LC-2019-0039611;2019-01-19;2019;SD;M;27;LEVE;SD;
LC-2019-0040449;2019-01-19;2019;SD;M;33;LEVE;SD;
LC-2019-0039585;2019-01-19;2019;SD;M;37;LEVE;SD;
LC-2019-0040002;2019-01-19;2019;SD;M;37;LEVE;SD;
LC-2019-0044799;2019-01-19;2019;SD;M;48;LEVE;SD;
LC-2019-0040126;2019-01-19;2019;SD;M;49;LEVE;SD;
LC-2019-0040015;2019-01-19;2019;SD;M;52;LEVE;SD;
LC-2019-0040179;2019-01-19;2019;SD;M;61;LEVE;SD;
LC-2019-0039583;2019-01-19;2019;SD;M;79;LEVE;SD;
LC-2019-0039781;2019-01-19;2019;SD;M;85;LEVE;SD;
LC-2019-0040286;2019-01-19;2019;SD;M;SD;LEVE;SD;
LC-2019-0041573;2019-01-20;2019;SD;F;23;LEVE;SD;
LC-2019-0040743;2019-01-20;2019;SD;F;29;LEVE;SD;
LC-2019-0041708;2019-01-20;2019;SD;F;32;LEVE;SD;
LC-2019-0040917;2019-01-20;2019;SD;F;47;LEVE;SD;
LC-2019-0041708;2019-01-20;2019;SD;F;57;LEVE;SD;
LC-2019-0041398;2019-01-20;2019;SD;F;SD;LEVE;SD;
LC-2019-0040935;2019-01-20;2019;SD;M;18;LEVE;SD;
LC-2019-0041691;2019-01-20;2019;SD;M;19;LEVE;SD;
LC-2019-0041573;2019-01-20;2019;SD;M;23;LEVE;SD;
LC-2019-0040980;2019-01-20;2019;SD;M;24;LEVE;SD;
LC-2019-0041708;2019-01-20;2019;SD;M;32;LEVE;SD;
LC-2019-0041551;2019-01-20;2019;SD;M;41;LEVE;SD;
LC-2019-0041551;2019-01-20;2019;SD;M;41;LEVE;SD;
LC-2019-0041311;2019-01-20;2019;SD;M;45;LEVE;SD;
LC-2019-0041867;2019-01-20;2019;SD;M;57;LEVE;SD;
LC-2019-0041141;2019-01-20;2019;SD;M;60;LEVE;SD;
LC-2019-0040966;2019-01-20;2019;SD;M;SD;LEVE;SD;
LC-2019-0041064;2019-01-20;2019;SD;M;SD;LEVE;SD;
LC-2019-0041398;2019-01-20;2019;SD;M;SD;LEVE;SD;
LC-2019-0041597;2019-01-20;2019;SD;SD;SD;LEVE;SD;
LC-2019-0041721;2019-01-20;2019;SD;SD;SD;LEVE;SD;
LC-2019-0044699;2019-01-20;2019;SD;SD;SD;LEVE;SD;
LC-2019-0049022;2019-01-21;2019;SD;F;48;LEVE;SD;
LC-2019-0042071;2019-01-21;2019;SD;F;57;LEVE;SD;
LC-2019-0044259;2019-01-21;2019;SD;F;61;LEVE;SD;
LC-2019-0042790;2019-01-21;2019;SD;F;77;LEVE;SD;
LC-2019-0044765;2019-01-21;2019;SD;M;24;LEVE;SD;
LC-2019-0043843;2019-01-21;2019;SD;M;30;LEVE;SD;
LC-2019-0042727;2019-01-21;2019;SD;M;31;LEVE;SD;
LC-2019-0044828;2019-01-21;2019;SD;M;33;LEVE;SD;
LC-2019-0043366;2019-01-21;2019;SD;M;37;LEVE;SD;
LC-2019-0043780;2019-01-21;2019;SD;M;38;LEVE;SD;
LC-2019-0042849;2019-01-21;2019;SD;M;43;LEVE;SD;
LC-2019-0043166;2019-01-21;2019;SD;M;47;LEVE;SD;
LC-2019-0044108;2019-01-21;2019;SD;M;56;LEVE;SD;
LC-2019-0042330;2019-01-21;2019;SD;M;60;LEVE;SD;
LC-2019-0044259;2019-01-21;2019;SD;M;61;LEVE;SD;
LC-2019-0043556;2019-01-21;2019;SD;M;90;LEVE;SD;
LC-2019-0047388;2019-01-22;2019;SD;F;37;LEVE;SD;
LC-2019-0047388;2019-01-22;2019;SD;F;37;LEVE;SD;
LC-2019-0056799;2019-01-22;2019;SD;F;37;LEVE;SD;
LC-2019-0047039;2019-01-22;2019;SD;F;50;LEVE;SD;
LC-2019-0047039;2019-01-22;2019;SD;F;50;LEVE;SD;
LC-2019-0045822;2019-01-22;2019;SD;F;51;LEVE;SD;
LC-2019-0045807;2019-01-22;2019;SD;F;60;LEVE;SD;
LC-2019-0047479;2019-01-22;2019;SD;F;SD;LEVE;SD;
LC-2019-0047216;2019-01-22;2019;SD;M;21;LEVE;SD;
LC-2019-0049471;2019-01-22;2019;SD;M;23;LEVE;SD;
LC-2019-0045068;2019-01-22;2019;SD;M;24;LEVE;SD;
LC-2019-0047141;2019-01-22;2019;SD;M;24;LEVE;SD;
LC-2019-0045905;2019-01-22;2019;SD;M;28;LEVE;SD;
LC-2019-0047428;2019-01-22;2019;SD;M;28;LEVE;SD;
LC-2019-0045246;2019-01-22;2019;SD;M;30;LEVE;SD;
LC-2019-0045335;2019-01-22;2019;SD;M;30;LEVE;SD;
LC-2019-0047273;2019-01-22;2019;SD;M;31;LEVE;SD;
LC-2019-0046032;2019-01-22;2019;SD;M;32;LEVE;SD;
LC-2019-0045084;2019-01-22;2019;SD;M;35;LEVE;SD;
LC-2019-0058743;2019-01-22;2019;SD;M;44;LEVE;SD;
LC-2019-0061265;2019-01-22;2019;SD;M;44;LEVE;SD;
LC-2019-0055233;2019-01-22;2019;SD;M;56;LEVE;SD;
LC-2019-0047289;2019-01-22;2019;SD;M;59;LEVE;SD;
LC-2019-0045664;2019-01-22;2019;SD;M;SD;LEVE;SD;
LC-2019-0046465;2019-01-22;2019;SD;M;SD;LEVE;SD;
LC-2019-0046465;2019-01-22;2019;SD;M;SD;LEVE;SD;
LC-2019-0046649;2019-01-22;2019;SD;M;SD;LEVE;SD;
LC-2019-0046649;2019-01-22;2019;SD;M;SD;LEVE;SD;
LC-2019-0047344;2019-01-22;2019;SD;M;SD;LEVE;SD;
LC-2019-0047621;2019-01-22;2019;SD;M;SD;LEVE;SD;
LC-2019-0047621;2019-01-22;2019;SD;M;SD;LEVE;SD;
LC-2019-0045808;2019-01-22;2019;SD;SD;SD;LEVE;SD;
LC-2019-0061464;2019-01-22;2019;SD;SD;SD;LEVE;SD;
HC-2019-0047871;2019-01-23;2019;PEATON;F;12;MORTAL;PEATON;2019-1-23
LC-2019-0049592;2019-01-23;2019;MOTO;M;23;GRAVE;SD;
LC-2019-0049800;2019-01-23;2019;SD;F;12;LEVE;SD;
LC-2019-0049800;2019-01-23;2019;SD;F;12;LEVE;SD;
LC-2019-0049800;2019-01-23;2019;SD;F;12;LEVE;SD;
LC-2019-0049800;2019-01-23;2019;SD;F;12;LEVE;SD;
LC-2019-0049800;2019-01-23;2019;SD;F;12;LEVE;SD;
LC-2019-0049800;2019-01-23;2019;SD;F;12;LEVE;SD;
LC-2019-0049800;2019-01-23;2019;SD;F;12;LEVE;SD;
LC-2019-0049949;2019-01-23;2019;SD;F;17;LEVE;SD;
LC-2019-0049949;2019-01-23;2019;SD;F;17;LEVE;SD;
LC-2019-0048674;2019-01-23;2019;SD;F;22;LEVE;SD;
LC-2019-0048442;2019-01-23;2019;SD;F;29;LEVE;SD;
LC-2019-0048830;2019-01-23;2019;SD;F;43;LEVE;SD;
LC-2019-0062792;2019-01-23;2019;SD;F;46;LEVE;SD;
LC-2019-0051056;2019-01-23;2019;SD;F;52;LEVE;SD;
LC-2019-0049690;2019-01-23;2019;SD;F;59;LEVE;SD;
LC-2019-0048531;2019-01-23;2019;SD;F;SD;LEVE;SD;
LC-2019-0049800;2019-01-23;2019;SD;M;12;LEVE;SD;
LC-2019-0049800;2019-01-23;2019;SD;M;12;LEVE;SD;
LC-2019-0049800;2019-01-23;2019;SD;M;12;LEVE;SD;
LC-2019-0048744;2019-01-23;2019;SD;M;24;LEVE;SD;
LC-2019-0049828;2019-01-23;2019;SD;M;24;LEVE;SD;
LC-2019-0049148;2019-01-23;2019;SD;M;28;LEVE;SD;
LC-2019-0048277;2019-01-23;2019;SD;M;36;LEVE;SD;
LC-2019-0049194;2019-01-23;2019;SD;M;36;LEVE;SD;
LC-2019-0048117;2019-01-23;2019;SD;M;37;LEVE;SD;
LC-2019-0049414;2019-01-23;2019;SD;M;42;LEVE;SD;
LC-2019-0049648;2019-01-23;2019;SD;M;46;LEVE;SD;
LC-2019-0047752;2019-01-23;2019;SD;M;53;LEVE;SD;
LC-2019-0049122;2019-01-23;2019;SD;M;58;LEVE;SD;
LC-2019-0073279;2019-01-23;2019;SD;M;58;LEVE;SD;
LC-2019-0047733;2019-01-23;2019;SD;M;SD;LEVE;SD;
LC-2019-0049207;2019-01-23;2019;SD;M;SD;LEVE;SD;
LC-2019-0049638;2019-01-23;2019;SD;M;SD;LEVE;SD;
LC-2019-0051815;2019-01-23;2019;SD;M;SD;LEVE;SD;
LC-2019-0072975;2019-01-23;2019;SD;M;SD;LEVE;SD;
LC-2019-0048651;2019-01-23;2019;SD;SD;SD;LEVE;SD;
LC-2019-0052593;2019-01-24;2019;PEATON;F;39;GRAVE;PEATON;
LC-2019-0050733;2019-01-24;2019;MOTO;M;27;GRAVE;SD;
LC-2019-0051508;2019-01-24;2019;SD;F;21;LEVE;SD;
LC-2019-0050175;2019-01-24;2019;SD;F;23;LEVE;SD;
LC-2019-0050343;2019-01-24;2019;SD;F;30;LEVE;SD;
LC-2019-0052649;2019-01-24;2019;SD;F;39;LEVE;SD;
LC-2019-0052598;2019-01-24;2019;SD;F;42;LEVE;SD;
LC-2019-0050276;2019-01-24;2019;SD;F;44;LEVE;SD;
LC-2019-0050947;2019-01-24;2019;SD;F;68;LEVE;SD;
LC-2019-0051464;2019-01-24;2019;SD;F;SD;LEVE;SD;
LC-2019-0052402;2019-01-24;2019;SD;F;SD;LEVE;SD;
LC-2019-0052402;2019-01-24;2019;SD;F;SD;LEVE;SD;
LC-2019-0052412;2019-01-24;2019;SD;F;SD;LEVE;SD;
LC-2019-0051671;2019-01-24;2019;SD;M;22;LEVE;SD;
LC-2019-0050069;2019-01-24;2019;SD;M;23;LEVE;SD;
LC-2019-0050175;2019-01-24;2019;SD;M;23;LEVE;SD;
LC-2019-0050158;2019-01-24;2019;SD;M;25;LEVE;SD;
LC-2019-0051819;2019-01-24;2019;SD;M;26;LEVE;SD;
LC-2019-0051559;2019-01-24;2019;SD;M;28;LEVE;SD;
LC-2019-0050551;2019-01-24;2019;SD;M;29;LEVE;SD;
LC-2019-0053244;2019-01-24;2019;SD;M;30;LEVE;SD;
LC-2019-0049994;2019-01-24;2019;SD;M;33;LEVE;SD;
LC-2019-0050234;2019-01-24;2019;SD;M;39;LEVE;SD;
LC-2019-0051659;2019-01-24;2019;SD;M;40;LEVE;SD;
LC-2019-0051659;2019-01-24;2019;SD;M;40;LEVE;SD;
LC-2019-0051714;2019-01-24;2019;SD;M;40;LEVE;SD;
LC-2019-0058485;2019-01-24;2019;SD;M;40;LEVE;SD;
LC-2019-0052598;2019-01-24;2019;SD;M;42;LEVE;SD;
LC-2019-0054336;2019-01-24;2019;SD;M;43;LEVE;SD;
LC-2019-0051971;2019-01-24;2019;SD;M;44;LEVE;SD;
LC-2019-0051414;2019-01-24;2019;SD;M;45;LEVE;SD;
LC-2019-0056451;2019-01-24;2019;SD;M;55;LEVE;SD;
LC-2019-0056451;2019-01-24;2019;SD;M;55;LEVE;SD;
LC-2019-0051480;2019-01-24;2019;SD;M;56;LEVE;SD;
LC-2019-0051547;2019-01-24;2019;SD;M;56;LEVE;SD;
LC-2019-0050670;2019-01-24;2019;SD;M;64;LEVE;SD;
LC-2019-0050947;2019-01-24;2019;SD;M;68;LEVE;SD;
LC-2019-0051216;2019-01-24;2019;SD;M;SD;LEVE;SD;
LC-2019-0051316;2019-01-24;2019;SD;M;SD;LEVE;SD;
LC-2019-0051464;2019-01-24;2019;SD;M;SD;LEVE;SD;
LC-2019-0051524;2019-01-24;2019;SD;M;SD;LEVE;SD;
LC-2019-0052297;2019-01-24;2019;SD;M;SD;LEVE;SD;
LC-2019-0052622;2019-01-24;2019;SD;M;SD;LEVE;SD;
LC-2019-0053944;2019-01-25;2019;SD;F;24;LEVE;SD;
LC-2019-0052864;2019-01-25;2019;SD;F;26;LEVE;SD;
LC-2019-0067231;2019-01-25;2019;SD;F;33;LEVE;SD;
LC-2019-0052619;2019-01-25;2019;SD;F;34;LEVE;SD;
LC-2019-0054445;2019-01-25;2019;SD;F;38;LEVE;SD;
LC-2019-0054624;2019-01-25;2019;SD;F;38;LEVE;SD;
LC-2019-0054484;2019-01-25;2019;SD;F;41;LEVE;SD;
LC-2019-0072608;2019-01-25;2019;SD;F;43;LEVE;SD;
LC-2019-0053496;2019-01-25;2019;SD;F;46;LEVE;SD;
LC-2019-0053554;2019-01-25;2019;SD;F;46;LEVE;SD;
LC-2019-0053435;2019-01-25;2019;SD;F;57;LEVE;SD;
LC-2019-0053916;2019-01-25;2019;SD;F;73;LEVE;SD;
LC-2019-0053509;2019-01-25;2019;SD;F;75;LEVE;SD;
LC-2019-0053975;2019-01-25;2019;SD;F;SD;LEVE;SD;
LC-2019-0054661;2019-01-25;2019;SD;F;SD;LEVE;SD;
LC-2019-0054702;2019-01-25;2019;SD;F;SD;LEVE;SD;
LC-2019-0052864;2019-01-25;2019;SD;M;26;LEVE;SD;
LC-2019-0053829;2019-01-25;2019;SD;M;28;LEVE;SD;
LC-2019-0054373;2019-01-25;2019;SD;M;30;LEVE;SD;
LC-2019-0052663;2019-01-25;2019;SD;M;32;LEVE;SD;
LC-2019-0052828;2019-01-25;2019;SD;M;32;LEVE;SD;
LC-2019-0054689;2019-01-25;2019;SD;M;33;LEVE;SD;
LC-2019-0052952;2019-01-25;2019;SD;M;40;LEVE;SD;
LC-2019-0059461;2019-01-25;2019;SD;M;40;LEVE;SD;
LC-2019-0054674;2019-01-25;2019;SD;M;42;LEVE;SD;
LC-2019-0053282;2019-01-25;2019;SD;M;45;LEVE;SD;
LC-2019-0054775;2019-01-25;2019;SD;M;53;LEVE;SD;
LC-2019-0054775;2019-01-25;2019;SD;M;53;LEVE;SD;
LC-2019-0053416;2019-01-25;2019;SD;M;56;LEVE;SD;
LC-2019-0053416;2019-01-25;2019;SD;M;56;LEVE;SD;
LC-2019-0054775;2019-01-25;2019;SD;M;83;LEVE;SD;
LC-2019-0054656;2019-01-25;2019;SD;M;SD;LEVE;SD;
LC-2019-0054797;2019-01-25;2019;SD;M;SD;LEVE;SD;
LC-2019-0054503;2019-01-25;2019;SD;SD;SD;LEVE;SD;
HC-2019-0056051;2019-01-26;2019;MOTO;M;35;MORTAL;CONDUCTOR;2019-1-26
LC-2019-0055122;2019-01-26;2019;SD;F;28;LEVE;SD;
LC-2019-0055442;2019-01-26;2019;SD;M;30;LEVE;SD;
LC-2019-0056046;2019-01-26;2019;SD;M;30;LEVE;SD;
LC-2019-0056105;2019-01-26;2019;SD;M;33;LEVE;SD;
LC-2019-0056105;2019-01-26;2019;SD;M;33;LEVE;SD;
LC-2019-0055570;2019-01-26;2019;SD;M;35;LEVE;SD;
LC-2019-0055648;2019-01-26;2019;SD;M;35;LEVE;SD;
LC-2019-0055419;2019-01-26;2019;SD;M;36;LEVE;SD;
LC-2019-0055805;2019-01-26;2019;SD;M;39;LEVE;SD;
LC-2019-0056034;2019-01-26;2019;SD;M;39;LEVE;SD;
LC-2019-0054941;2019-01-26;2019;SD;M;41;LEVE;SD;
LC-2019-0056259;2019-01-27;2019;MOTO;M;22;GRAVE;SD;
LC-2019-0056994;2019-01-27;2019;SD;F;29;LEVE;SD;
LC-2019-0056420;2019-01-27;2019;SD;F;33;LEVE;SD;
LC-2019-0056889;2019-01-27;2019;SD;F;40;LEVE;SD;
LC-2019-0056354;2019-01-27;2019;SD;F;43;LEVE;SD;
LC-2019-0056704;2019-01-27;2019;SD;F;43;LEVE;SD;
LC-2019-0056706;2019-01-27;2019;SD;F;65;LEVE;SD;
LC-2019-0056470;2019-01-27;2019;SD;F;69;LEVE;SD;
LC-2019-0057074;2019-01-27;2019;SD;F;SD;LEVE;SD;
LC-2019-0057034;2019-01-27;2019;SD;M;26;LEVE;SD;
LC-2019-0057094;2019-01-27;2019;SD;M;27;LEVE;SD;
LC-2019-0056913;2019-01-27;2019;SD;M;28;LEVE;SD;
LC-2019-0057059;2019-01-27;2019;SD;M;32;LEVE;SD;
LC-2019-0056420;2019-01-27;2019;SD;M;33;LEVE;SD;
LC-2019-0056354;2019-01-27;2019;SD;M;43;LEVE;SD;
LC-2019-0057044;2019-01-27;2019;SD;M;60;LEVE;SD;
LC-2019-0057033;2019-01-27;2019;SD;M;63;LEVE;SD;
LC-2019-0056470;2019-01-27;2019;SD;M;69;LEVE;SD;
LC-2019-0056387;2019-01-27;2019;SD;M;SD;LEVE;SD;
LC-2019-0056654;2019-01-27;2019;SD;M;SD;LEVE;SD;
LC-2019-0056792;2019-01-27;2019;SD;M;SD;LEVE;SD;
LC-2019-0059560;2019-01-28;2019;MOTO;M;34;GRAVE;SD;
LC-2019-0058859;2019-01-28;2019;MOTO;M;36;GRAVE;SD;
LC-2019-0058658;2019-01-28;2019;SD;F;23;LEVE;SD;
LC-2019-0057541;2019-01-28;2019;SD;F;26;LEVE;SD;
LC-2019-0058778;2019-01-28;2019;SD;F;26;LEVE;SD;
LC-2019-0057287;2019-01-28;2019;SD;F;40;LEVE;SD;
LC-2019-0058954;2019-01-28;2019;SD;F;50;LEVE;SD;
LC-2019-0058636;2019-01-28;2019;SD;F;62;LEVE;SD;
LC-2019-0059155;2019-01-28;2019;SD;F;64;LEVE;SD;
