Día, Mes, Año de H_Fecha;Hora de H_Fecha;Aut Nombre;Disp Nombre;Disp Ubicacion;Seccion Sentido;Disp Lat;Disp Lng;H_Cant_Veh
5/1/2024;7;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;7538
5/1/2024;8;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;7944
5/1/2024;9;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;7974
5/1/2024;10;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;7055
5/1/2024;11;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;6687
5/1/2024;12;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;6366
5/1/2024;13;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;6495
5/1/2024;14;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;5988
5/1/2024;15;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;5802
5/1/2024;16;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;6023
5/1/2024;17;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;6140
5/1/2024;18;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;5702
5/1/2024;19;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;5289
5/1/2024;20;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;5294
5/1/2024;21;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;4900
5/1/2024;22;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;3320
5/1/2024;23;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;2434
6/1/2024;0;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;2318
6/1/2024;1;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;1994
6/1/2024;2;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;1324
6/1/2024;3;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;965
6/1/2024;4;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;1322
6/1/2024;5;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;2386
6/1/2024;6;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;2856
6/1/2024;7;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;3249
6/1/2024;8;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;3928
6/1/2024;9;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;4407
6/1/2024;10;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;4614
6/1/2024;11;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;4462
6/1/2024;12;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;4773
6/1/2024;13;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;4628
6/1/2024;14;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;4115
6/1/2024;15;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;4376
6/1/2024;16;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;4672
6/1/2024;17;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;4867
6/1/2024;18;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;5115
6/1/2024;19;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;5686
6/1/2024;20;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;6070
6/1/2024;21;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;5933
6/1/2024;22;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;3911
6/1/2024;23;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;3140
7/1/2024;0;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;2977
7/1/2024;1;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;2750
7/1/2024;2;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;1947
7/1/2024;3;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;1274
7/1/2024;4;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;1136
7/1/2024;5;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;1851
7/1/2024;6;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;1876
7/1/2024;7;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;1879
7/1/2024;8;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;2153
7/1/2024;9;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;2509
7/1/2024;10;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;2778
7/1/2024;11;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;3370
7/1/2024;12;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;3973
7/1/2024;13;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;3907
7/1/2024;14;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;3600
7/1/2024;15;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;4425
7/1/2024;16;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;5284
7/1/2024;17;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;5331
7/1/2024;18;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;5740
7/1/2024;19;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;5095
7/1/2024;20;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;4938
7/1/2024;21;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;4634
7/1/2024;22;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;3060
7/1/2024;23;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;2141
8/1/2024;0;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;1465
8/1/2024;1;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;952
8/1/2024;2;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;712
8/1/2024;3;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;751
8/1/2024;4;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;1292
8/1/2024;5;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;3175
8/1/2024;6;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;6081
8/1/2024;7;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;8534
8/1/2024;8;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;8907
8/1/2024;9;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;8223
8/1/2024;10;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;7203
8/1/2024;11;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;6540
8/1/2024;12;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;6298
8/1/2024;13;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;6531
8/1/2024;14;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;5862
8/1/2024;15;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;5580
8/1/2024;16;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;5787
8/1/2024;17;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;6239
8/1/2024;18;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;5598
8/1/2024;19;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;4458
8/1/2024;20;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;4342
8/1/2024;21;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;3389
8/1/2024;22;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;2513
8/1/2024;23;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;1924
9/1/2024;0;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;1509
9/1/2024;1;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;933
9/1/2024;2;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;561
9/1/2024;3;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;677
9/1/2024;4;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;1162
9/1/2024;5;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;2984
9/1/2024;6;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;5823
9/1/2024;7;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;8422
9/1/2024;8;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;8737
9/1/2024;9;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;8017
9/1/2024;10;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;8631
9/1/2024;11;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;7087
9/1/2024;12;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;6909
9/1/2024;13;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;6751
9/1/2024;14;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;6092
9/1/2024;15;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;5721
9/1/2024;16;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;6200
9/1/2024;17;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;7054
9/1/2024;18;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;6866
9/1/2024;19;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;5171
9/1/2024;20;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;4569
9/1/2024;21;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;3595
9/1/2024;22;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;2481
9/1/2024;23;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;2057
10/1/2024;0;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;1721
10/1/2024;1;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;1025
10/1/2024;2;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;589
10/1/2024;3;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;768
10/1/2024;4;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;1157
10/1/2024;5;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;2878
10/1/2024;6;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;5853
10/1/2024;7;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;8556
10/1/2024;8;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;9248
10/1/2024;9;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;8642
10/1/2024;10;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;7266
10/1/2024;11;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;5674
10/1/2024;12;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;6928
10/1/2024;13;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;7570
10/1/2024;14;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;5855
10/1/2024;15;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;5774
10/1/2024;16;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;6386
10/1/2024;17;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;7192
10/1/2024;18;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;6043
10/1/2024;19;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;4894
10/1/2024;20;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;4268
10/1/2024;21;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;4260
10/1/2024;22;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;2615
10/1/2024;23;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;2126
11/1/2024;0;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;1691
11/1/2024;1;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;979
11/1/2024;2;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;669
11/1/2024;3;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;714
11/1/2024;4;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;1029
11/1/2024;5;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;2970
11/1/2024;6;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;5607
11/1/2024;7;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;8358
11/1/2024;8;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;9183
11/1/2024;9;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;8964
11/1/2024;10;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;8055
11/1/2024;11;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;7135
11/1/2024;12;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;6894
11/1/2024;13;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;6955
11/1/2024;14;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;6301
11/1/2024;15;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;6128
11/1/2024;16;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;6655
11/1/2024;17;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;7450
11/1/2024;18;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;7203
11/1/2024;19;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;5902
11/1/2024;20;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;5160
11/1/2024;21;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;4019
11/1/2024;22;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;2668
11/1/2024;23;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;2212
12/1/2024;0;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;1978
12/1/2024;1;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;1264
12/1/2024;2;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;861
12/1/2024;3;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;721
12/1/2024;4;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;1163
12/1/2024;5;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;2980
12/1/2024;6;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;5422
12/1/2024;7;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;7682
12/1/2024;8;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;7894
12/1/2024;9;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;8248
12/1/2024;10;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;7281
12/1/2024;11;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;6741
12/1/2024;12;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;6319
12/1/2024;13;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;7110
12/1/2024;14;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;6058
12/1/2024;15;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;6275
12/1/2024;16;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;6631
12/1/2024;17;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;6816
12/1/2024;18;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;6415
12/1/2024;19;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;5680
12/1/2024;20;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;5584
12/1/2024;21;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;4590
12/1/2024;22;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;3152
12/1/2024;23;AU 4  Lugones;RD171 Esma;9,9;A;-34,53767;-58,45967;2467
