CODIGO_LOCACION,HORA,CANTIDAD,SENTIDO,LATITUD,LONGITUD
48Q3CJ00+,31MAR2020:15:00:00,729,Interna,-34.588796,-58.381519999999995
48Q3CJ00+,31MAR2020:15:00:00,447,Egreso,-34.588796,-58.381519999999995
48Q39G00+,31MAR2020:15:00:00,175,Interna,-34.633299,-58.468593999999996
48Q39G00+,31MAR2020:15:00:00,1186,Egreso,-34.633299,-58.468593999999996
48Q3CH00+,31MAR2020:15:00:00,35,Egreso,-34.579632000000004,-58.427732999999996
48Q3CH00+,31MAR2020:15:00:00,523,Interna,-34.579632000000004,-58.427732999999996
48Q39J00+,31MAR2020:15:00:00,1670,Interna,-34.60855,-58.372951
48Q39G00+,31MAR2020:15:00:00,1235,Ingreso,-34.633299,-58.468593999999996
48Q39G00+,31MAR2020:14:00:00,1535,Egreso,-34.633299,-58.468593999999996
48Q3FG00+,31MAR2020:14:00:00,124,Interna,-34.53698,-58.470968000000006
48Q3CJ00+,31MAR2020:14:00:00,577,Egreso,-34.588796,-58.381519999999995
48Q3CJ00+,31MAR2020:14:00:00,741,Interna,-34.588796,-58.381519999999995
48Q3CJ00+,31MAR2020:14:00:00,543,Ingreso,-34.588796,-58.381519999999995
48Q3CH00+,31MAR2020:14:00:00,600,Interna,-34.579632000000004,-58.427732999999996
48Q3CH00+,31MAR2020:14:00:00,52,Egreso,-34.579632000000004,-58.427732999999996
48Q39J00+,31MAR2020:14:00:00,1765,Interna,-34.60855,-58.372951
48Q39H00+,31MAR2020:14:00:00,1653,Interna,-34.618036,-58.410236
48Q39G00+,31MAR2020:14:00:00,155,Interna,-34.633299,-58.468593999999996
48Q39G00+,31MAR2020:14:00:00,1570,Ingreso,-34.633299,-58.468593999999996
48Q39G00+,31MAR2020:13:00:00,1534,Egreso,-34.633299,-58.468593999999996
48Q3FG00+,31MAR2020:13:00:00,153,Interna,-34.53698,-58.470968000000006
48Q3CJ00+,31MAR2020:13:00:00,518,Ingreso,-34.588796,-58.381519999999995
48Q3CJ00+,31MAR2020:13:00:00,549,Egreso,-34.588796,-58.381519999999995
48Q3CJ00+,31MAR2020:13:00:00,764,Interna,-34.588796,-58.381519999999995
48Q3CH00+,31MAR2020:13:00:00,597,Interna,-34.579632000000004,-58.427732999999996
48Q3CH00+,31MAR2020:13:00:00,43,Egreso,-34.579632000000004,-58.427732999999996
48Q39J00+,31MAR2020:13:00:00,1759,Interna,-34.60855,-58.372951
48Q39H00+,31MAR2020:13:00:00,1809,Interna,-34.618036,-58.410236
48Q39G00+,31MAR2020:13:00:00,1849,Ingreso,-34.633299,-58.468593999999996
48Q39G00+,31MAR2020:13:00:00,210,Interna,-34.633299,-58.468593999999996
48Q3CH00+,31MAR2020:12:00:00,35,Egreso,-34.579632000000004,-58.427732999999996
48Q3FG00+,31MAR2020:12:00:00,100,Interna,-34.53698,-58.470968000000006
48Q3CJ00+,31MAR2020:12:00:00,670,Interna,-34.588796,-58.381519999999995
48Q3CJ00+,31MAR2020:12:00:00,516,Ingreso,-34.588796,-58.381519999999995
48Q3CJ00+,31MAR2020:12:00:00,529,Egreso,-34.588796,-58.381519999999995
48Q3CH00+,31MAR2020:12:00:00,572,Interna,-34.579632000000004,-58.427732999999996
48Q39J00+,31MAR2020:12:00:00,1585,Interna,-34.60855,-58.372951
48Q39H00+,31MAR2020:12:00:00,1450,Interna,-34.618036,-58.410236
48Q39G00+,31MAR2020:12:00:00,1543,Ingreso,-34.633299,-58.468593999999996
48Q39G00+,31MAR2020:12:00:00,1335,Egreso,-34.633299,-58.468593999999996
48Q39G00+,31MAR2020:12:00:00,235,Interna,-34.633299,-58.468593999999996
48Q39G00+,31MAR2020:11:00:00,1368,Ingreso,-34.633299,-58.468593999999996
48Q3FG00+,31MAR2020:11:00:00,82,Interna,-34.53698,-58.470968000000006
48Q3CJ00+,31MAR2020:11:00:00,521,Ingreso,-34.588796,-58.381519999999995
48Q3CJ00+,31MAR2020:11:00:00,538,Egreso,-34.588796,-58.381519999999995
48Q3CJ00+,31MAR2020:11:00:00,794,Interna,-34.588796,-58.381519999999995
48Q3CH00+,31MAR2020:11:00:00,507,Interna,-34.579632000000004,-58.427732999999996
48Q3CH00+,31MAR2020:11:00:00,49,Egreso,-34.579632000000004,-58.427732999999996
48Q39J00+,31MAR2020:11:00:00,1534,Interna,-34.60855,-58.372951
48Q39H00+,31MAR2020:11:00:00,1342,Interna,-34.618036,-58.410236
48Q39G00+,31MAR2020:11:00:00,1165,Egreso,-34.633299,-58.468593999999996
48Q39G00+,31MAR2020:11:00:00,202,Interna,-34.633299,-58.468593999999996
48Q39G00+,31MAR2020:10:00:00,209,Interna,-34.633299,-58.468593999999996
48Q3FG00+,31MAR2020:10:00:00,96,Interna,-34.53698,-58.470968000000006
48Q3CJ00+,31MAR2020:10:00:00,469,Ingreso,-34.588796,-58.381519999999995
48Q3CJ00+,31MAR2020:10:00:00,484,Egreso,-34.588796,-58.381519999999995
48Q3CJ00+,31MAR2020:10:00:00,675,Interna,-34.588796,-58.381519999999995
48Q3CH00+,31MAR2020:10:00:00,403,Interna,-34.579632000000004,-58.427732999999996
48Q39G00+,31MAR2020:10:00:00,1347,Ingreso,-34.633299,-58.468593999999996
48Q3CH00+,31MAR2020:10:00:00,31,Egreso,-34.579632000000004,-58.427732999999996
48Q39J00+,31MAR2020:10:00:00,1446,Interna,-34.60855,-58.372951
48Q39H00+,31MAR2020:10:00:00,1172,Interna,-34.618036,-58.410236
48Q39G00+,31MAR2020:10:00:00,1153,Egreso,-34.633299,-58.468593999999996
48Q39G00+,31MAR2020:09:00:00,1278,Ingreso,-34.633299,-58.468593999999996
48Q3FG00+,31MAR2020:09:00:00,73,Interna,-34.53698,-58.470968000000006
48Q3CJ00+,31MAR2020:09:00:00,628,Interna,-34.588796,-58.381519999999995
48Q3CJ00+,31MAR2020:09:00:00,500,Ingreso,-34.588796,-58.381519999999995
48Q3CJ00+,31MAR2020:09:00:00,524,Egreso,-34.588796,-58.381519999999995
48Q3CH00+,31MAR2020:09:00:00,407,Interna,-34.579632000000004,-58.427732999999996
48Q3CH00+,31MAR2020:09:00:00,39,Egreso,-34.579632000000004,-58.427732999999996
48Q39J00+,31MAR2020:09:00:00,1424,Interna,-34.60855,-58.372951
48Q39H00+,31MAR2020:09:00:00,1142,Interna,-34.618036,-58.410236
48Q39G00+,31MAR2020:09:00:00,190,Interna,-34.633299,-58.468593999999996
48Q39G00+,31MAR2020:09:00:00,1159,Egreso,-34.633299,-58.468593999999996
48Q39G00+,31MAR2020:08:00:00,1257,Egreso,-34.633299,-58.468593999999996
48Q3FG00+,31MAR2020:08:00:00,125,Interna,-34.53698,-58.470968000000006
48Q3CJ00+,31MAR2020:08:00:00,466,Ingreso,-34.588796,-58.381519999999995
48Q3CJ00+,31MAR2020:08:00:00,496,Egreso,-34.588796,-58.381519999999995
48Q3CJ00+,31MAR2020:08:00:00,582,Interna,-34.588796,-58.381519999999995
48Q3CH00+,31MAR2020:08:00:00,385,Interna,-34.579632000000004,-58.427732999999996
48Q3CH00+,31MAR2020:08:00:00,54,Egreso,-34.579632000000004,-58.427732999999996
48Q39J00+,31MAR2020:08:00:00,1253,Interna,-34.60855,-58.372951
48Q39H00+,31MAR2020:08:00:00,1134,Interna,-34.618036,-58.410236
48Q39G00+,31MAR2020:08:00:00,177,Interna,-34.633299,-58.468593999999996
48Q39G00+,31MAR2020:08:00:00,1365,Ingreso,-34.633299,-58.468593999999996
48Q39G00+,31MAR2020:07:00:00,1634,Egreso,-34.633299,-58.468593999999996
48Q3FG00+,31MAR2020:07:00:00,100,Interna,-34.53698,-58.470968000000006
48Q3CJ00+,31MAR2020:07:00:00,642,Ingreso,-34.588796,-58.381519999999995
48Q3CJ00+,31MAR2020:07:00:00,675,Egreso,-34.588796,-58.381519999999995
48Q3CJ00+,31MAR2020:07:00:00,636,Interna,-34.588796,-58.381519999999995
48Q3CH00+,31MAR2020:07:00:00,372,Interna,-34.579632000000004,-58.427732999999996
48Q3CH00+,31MAR2020:07:00:00,39,Egreso,-34.579632000000004,-58.427732999999996
48Q39J00+,31MAR2020:07:00:00,1160,Interna,-34.60855,-58.372951
48Q39H00+,31MAR2020:07:00:00,1300,Interna,-34.618036,-58.410236
48Q39G00+,31MAR2020:07:00:00,200,Interna,-34.633299,-58.468593999999996
48Q39G00+,31MAR2020:07:00:00,1794,Ingreso,-34.633299,-58.468593999999996
48Q39G00+,31MAR2020:06:00:00,2255,Ingreso,-34.633299,-58.468593999999996
48Q3FG00+,31MAR2020:06:00:00,54,Interna,-34.53698,-58.470968000000006
48Q3CJ00+,31MAR2020:06:00:00,535,Ingreso,-34.588796,-58.381519999999995
48Q3CJ00+,31MAR2020:06:00:00,579,Egreso,-34.588796,-58.381519999999995
48Q3CJ00+,31MAR2020:06:00:00,537,Interna,-34.588796,-58.381519999999995
48Q3CH00+,31MAR2020:06:00:00,296,Interna,-34.579632000000004,-58.427732999999996
48Q3CH00+,31MAR2020:06:00:00,40,Egreso,-34.579632000000004,-58.427732999999996
48Q39J00+,31MAR2020:06:00:00,1126,Interna,-34.60855,-58.372951
48Q39H00+,31MAR2020:06:00:00,1243,Interna,-34.618036,-58.410236
48Q39G00+,31MAR2020:06:00:00,145,Interna,-34.633299,-58.468593999999996
48Q39G00+,31MAR2020:06:00:00,1686,Egreso,-34.633299,-58.468593999999996
48Q39G00+,31MAR2020:05:00:00,1329,Egreso,-34.633299,-58.468593999999996
48Q3FG00+,31MAR2020:05:00:00,20,Interna,-34.53698,-58.470968000000006
48Q3CJ00+,31MAR2020:05:00:00,415,Ingreso,-34.588796,-58.381519999999995
48Q3CJ00+,31MAR2020:05:00:00,392,Interna,-34.588796,-58.381519999999995
48Q3CJ00+,31MAR2020:05:00:00,442,Egreso,-34.588796,-58.381519999999995
48Q3CH00+,31MAR2020:05:00:00,19,Egreso,-34.579632000000004,-58.427732999999996
48Q3CH00+,31MAR2020:05:00:00,145,Interna,-34.579632000000004,-58.427732999999996
48Q39J00+,31MAR2020:05:00:00,775,Interna,-34.60855,-58.372951
48Q39H00+,31MAR2020:05:00:00,880,Interna,-34.618036,-58.410236
48Q39G00+,31MAR2020:05:00:00,109,Interna,-34.633299,-58.468593999999996
48Q39G00+,31MAR2020:05:00:00,1948,Ingreso,-34.633299,-58.468593999999996
48Q39G00+,31MAR2020:04:00:00,434,Egreso,-34.633299,-58.468593999999996
48Q3FG00+,31MAR2020:04:00:00,11,Interna,-34.53698,-58.470968000000006
48Q3CJ00+,31MAR2020:04:00:00,162,Ingreso,-34.588796,-58.381519999999995
48Q3CJ00+,31MAR2020:04:00:00,166,Egreso,-34.588796,-58.381519999999995
48Q3CJ00+,31MAR2020:04:00:00,169,Interna,-34.588796,-58.381519999999995
48Q3CH00+,31MAR2020:04:00:00,54,Interna,-34.579632000000004,-58.427732999999996
48Q3CH00+,31MAR2020:04:00:00,12,Egreso,-34.579632000000004,-58.427732999999996
48Q39J00+,31MAR2020:04:00:00,387,Interna,-34.60855,-58.372951
48Q39H00+,31MAR2020:04:00:00,248,Interna,-34.618036,-58.410236
48Q39G00+,31MAR2020:04:00:00,43,Interna,-34.633299,-58.468593999999996
48Q39G00+,31MAR2020:04:00:00,602,Ingreso,-34.633299,-58.468593999999996
48Q39G00+,31MAR2020:03:00:00,232,Ingreso,-34.633299,-58.468593999999996
48Q3FG00+,31MAR2020:03:00:00,10,Interna,-34.53698,-58.470968000000006
48Q3CJ00+,31MAR2020:03:00:00,76,Ingreso,-34.588796,-58.381519999999995
48Q3CJ00+,31MAR2020:03:00:00,123,Interna,-34.588796,-58.381519999999995
48Q3CJ00+,31MAR2020:03:00:00,82,Egreso,-34.588796,-58.381519999999995
48Q3CH00+,31MAR2020:03:00:00,38,Interna,-34.579632000000004,-58.427732999999996
48Q3CH00+,31MAR2020:03:00:00,9,Egreso,-34.579632000000004,-58.427732999999996
48Q39J00+,31MAR2020:03:00:00,234,Interna,-34.60855,-58.372951
48Q39H00+,31MAR2020:03:00:00,163,Interna,-34.618036,-58.410236
48Q39G00+,31MAR2020:03:00:00,228,Egreso,-34.633299,-58.468593999999996
48Q39G00+,31MAR2020:03:00:00,29,Interna,-34.633299,-58.468593999999996
48Q39G00+,31MAR2020:02:00:00,336,Egreso,-34.633299,-58.468593999999996
48Q3FG00+,31MAR2020:02:00:00,3,Interna,-34.53698,-58.470968000000006
48Q3CJ00+,31MAR2020:02:00:00,108,Ingreso,-34.588796,-58.381519999999995
48Q3CJ00+,31MAR2020:02:00:00,109,Egreso,-34.588796,-58.381519999999995
48Q3CJ00+,31MAR2020:02:00:00,168,Interna,-34.588796,-58.381519999999995
48Q3CH00+,31MAR2020:02:00:00,46,Interna,-34.579632000000004,-58.427732999999996
48Q3CH00+,31MAR2020:02:00:00,6,Egreso,-34.579632000000004,-58.427732999999996
48Q39J00+,31MAR2020:02:00:00,293,Interna,-34.60855,-58.372951
48Q39H00+,31MAR2020:02:00:00,210,Interna,-34.618036,-58.410236
48Q39G00+,31MAR2020:02:00:00,23,Interna,-34.633299,-58.468593999999996
48Q39G00+,31MAR2020:02:00:00,241,Ingreso,-34.633299,-58.468593999999996
48Q3CH00+,31MAR2020:01:00:00,82,Interna,-34.579632000000004,-58.427732999999996
48Q3FG00+,31MAR2020:01:00:00,9,Interna,-34.53698,-58.470968000000006
48Q3CJ00+,31MAR2020:01:00:00,117,Egreso,-34.588796,-58.381519999999995
48Q3CJ00+,31MAR2020:01:00:00,116,Ingreso,-34.588796,-58.381519999999995
48Q3CJ00+,31MAR2020:01:00:00,178,Interna,-34.588796,-58.381519999999995
48Q3CH00+,31MAR2020:01:00:00,6,Egreso,-34.579632000000004,-58.427732999999996
48Q39J00+,31MAR2020:01:00:00,369,Interna,-34.60855,-58.372951
48Q39H00+,31MAR2020:01:00:00,215,Interna,-34.618036,-58.410236
48Q39G00+,31MAR2020:01:00:00,371,Egreso,-34.633299,-58.468593999999996
48Q39G00+,31MAR2020:01:00:00,300,Ingreso,-34.633299,-58.468593999999996
48Q39G00+,31MAR2020:01:00:00,32,Interna,-34.633299,-58.468593999999996
48Q39G00+,31MAR2020:00:00:00,37,Interna,-34.633299,-58.468593999999996
48Q3FG00+,31MAR2020:00:00:00,20,Interna,-34.53698,-58.470968000000006
48Q3CJ00+,31MAR2020:00:00:00,159,Ingreso,-34.588796,-58.381519999999995
48Q3CJ00+,31MAR2020:00:00:00,164,Egreso,-34.588796,-58.381519999999995
48Q3CJ00+,31MAR2020:00:00:00,236,Interna,-34.588796,-58.381519999999995
48Q3CH00+,31MAR2020:00:00:00,127,Interna,-34.579632000000004,-58.427732999999996
48Q3CH00+,31MAR2020:00:00:00,7,Egreso,-34.579632000000004,-58.427732999999996
48Q39J00+,31MAR2020:00:00:00,486,Interna,-34.60855,-58.372951
48Q39H00+,31MAR2020:00:00:00,311,Interna,-34.618036,-58.410236
48Q39G00+,31MAR2020:00:00:00,378,Egreso,-34.633299,-58.468593999999996
48Q39G00+,31MAR2020:00:00:00,358,Ingreso,-34.633299,-58.468593999999996
48Q39G00+,30MAR2020:23:00:00,61,Interna,-34.633299,-58.468593999999996
48Q3FG00+,30MAR2020:23:00:00,32,Interna,-34.53698,-58.470968000000006
48Q3CJ00+,30MAR2020:23:00:00,232,Egreso,-34.588796,-58.381519999999995
48Q3CJ00+,30MAR2020:23:00:00,320,Interna,-34.588796,-58.381519999999995
48Q3CJ00+,30MAR2020:23:00:00,217,Ingreso,-34.588796,-58.381519999999995
48Q3CH00+,30MAR2020:23:00:00,210,Interna,-34.579632000000004,-58.427732999999996
48Q39G00+,30MAR2020:23:00:00,633,Ingreso,-34.633299,-58.468593999999996
48Q3CH00+,30MAR2020:23:00:00,15,Egreso,-34.579632000000004,-58.427732999999996
48Q39J00+,30MAR2020:23:00:00,674,Interna,-34.60855,-58.372951
48Q39H00+,30MAR2020:23:00:00,536,Interna,-34.618036,-58.410236
48Q39G00+,30MAR2020:23:00:00,625,Egreso,-34.633299,-58.468593999999996
48Q39G00+,30MAR2020:22:00:00,105,Interna,-34.633299,-58.468593999999996
48Q3FG00+,30MAR2020:22:00:00,52,Interna,-34.53698,-58.470968000000006
48Q3CJ00+,30MAR2020:22:00:00,354,Egreso,-34.588796,-58.381519999999995
48Q3CJ00+,30MAR2020:22:00:00,324,Ingreso,-34.588796,-58.381519999999995
48Q3CJ00+,30MAR2020:22:00:00,432,Interna,-34.588796,-58.381519999999995
48Q3CH00+,30MAR2020:22:00:00,270,Interna,-34.579632000000004,-58.427732999999996
48Q3CH00+,30MAR2020:22:00:00,22,Egreso,-34.579632000000004,-58.427732999999996
48Q39J00+,30MAR2020:22:00:00,957,Interna,-34.60855,-58.372951
48Q39H00+,30MAR2020:22:00:00,760,Interna,-34.618036,-58.410236
48Q39G00+,30MAR2020:22:00:00,987,Ingreso,-34.633299,-58.468593999999996
48Q39G00+,30MAR2020:22:00:00,1044,Egreso,-34.633299,-58.468593999999996
48Q39G00+,30MAR2020:21:00:00,145,Interna,-34.633299,-58.468593999999996
48Q3FG00+,30MAR2020:21:00:00,78,Interna,-34.53698,-58.470968000000006
48Q3CJ00+,30MAR2020:21:00:00,573,Interna,-34.588796,-58.381519999999995
48Q3CJ00+,30MAR2020:21:00:00,423,Ingreso,-34.588796,-58.381519999999995
48Q3CJ00+,30MAR2020:21:00:00,443,Egreso,-34.588796,-58.381519999999995
48Q3CH00+,30MAR2020:21:00:00,27,Egreso,-34.579632000000004,-58.427732999999996
48Q3CH00+,30MAR2020:21:00:00,370,Interna,-34.579632000000004,-58.427732999999996
48Q39J00+,30MAR2020:21:00:00,1231,Interna,-34.60855,-58.372951
48Q39H00+,30MAR2020:21:00:00,1143,Interna,-34.618036,-58.410236
48Q39G00+,30MAR2020:21:00:00,1260,Egreso,-34.633299,-58.468593999999996
48Q39G00+,30MAR2020:21:00:00,1319,Ingreso,-34.633299,-58.468593999999996
48Q39G00+,30MAR2020:20:00:00,1467,Ingreso,-34.633299,-58.468593999999996
48Q3FG00+,30MAR2020:20:00:00,94,Interna,-34.53698,-58.470968000000006
48Q3CJ00+,30MAR2020:20:00:00,533,Egreso,-34.588796,-58.381519999999995
48Q3CJ00+,30MAR2020:20:00:00,500,Ingreso,-34.588796,-58.381519999999995
48Q3CJ00+,30MAR2020:20:00:00,667,Interna,-34.588796,-58.381519999999995
48Q3CH00+,30MAR2020:20:00:00,41,Egreso,-34.579632000000004,-58.427732999999996
48Q3CH00+,30MAR2020:20:00:00,523,Interna,-34.579632000000004,-58.427732999999996
48Q39J00+,30MAR2020:20:00:00,1393,Interna,-34.60855,-58.372951
48Q39H00+,30MAR2020:20:00:00,1354,Interna,-34.618036,-58.410236
48Q39G00+,30MAR2020:20:00:00,200,Interna,-34.633299,-58.468593999999996
48Q39G00+,30MAR2020:20:00:00,1376,Egreso,-34.633299,-58.468593999999996
48Q39G00+,30MAR2020:19:00:00,1619,Egreso,-34.633299,-58.468593999999996
48Q3FG00+,30MAR2020:19:00:00,123,Interna,-34.53698,-58.470968000000006
48Q3CJ00+,30MAR2020:19:00:00,654,Ingreso,-34.588796,-58.381519999999995
48Q3CJ00+,30MAR2020:19:00:00,713,Egreso,-34.588796,-58.381519999999995
48Q3CJ00+,30MAR2020:19:00:00,878,Interna,-34.588796,-58.381519999999995
48Q3CH00+,30MAR2020:19:00:00,536,Interna,-34.579632000000004,-58.427732999999996
48Q3CH00+,30MAR2020:19:00:00,49,Egreso,-34.579632000000004,-58.427732999999996
48Q39J00+,30MAR2020:19:00:00,1746,Interna,-34.60855,-58.372951
48Q39H00+,30MAR2020:19:00:00,1504,Interna,-34.618036,-58.410236
48Q39G00+,30MAR2020:19:00:00,1678,Ingreso,-34.633299,-58.468593999999996
48Q39G00+,30MAR2020:19:00:00,247,Interna,-34.633299,-58.468593999999996
48Q39G00+,30MAR2020:18:00:00,1920,Egreso,-34.633299,-58.468593999999996
48Q3FG00+,30MAR2020:18:00:00,165,Interna,-34.53698,-58.470968000000006
48Q3CJ00+,30MAR2020:18:00:00,786,Ingreso,-34.588796,-58.381519999999995
48Q3CJ00+,30MAR2020:18:00:00,874,Egreso,-34.588796,-58.381519999999995
48Q3CJ00+,30MAR2020:18:00:00,949,Interna,-34.588796,-58.381519999999995
48Q3CH00+,30MAR2020:18:00:00,59,Egreso,-34.579632000000004,-58.427732999999996
48Q3CH00+,30MAR2020:18:00:00,674,Interna,-34.579632000000004,-58.427732999999996
48Q39J00+,30MAR2020:18:00:00,2124,Interna,-34.60855,-58.372951
48Q39H00+,30MAR2020:18:00:00,1782,Interna,-34.618036,-58.410236
48Q39G00+,30MAR2020:18:00:00,2023,Ingreso,-34.633299,-58.468593999999996
48Q39G00+,30MAR2020:18:00:00,262,Interna,-34.633299,-58.468593999999996
48Q39G00+,30MAR2020:17:00:00,2093,Ingreso,-34.633299,-58.468593999999996
48Q3FG00+,30MAR2020:17:00:00,180,Interna,-34.53698,-58.470968000000006
48Q3CJ00+,30MAR2020:17:00:00,916,Egreso,-34.588796,-58.381519999999995
48Q3CJ00+,30MAR2020:17:00:00,850,Ingreso,-34.588796,-58.381519999999995
48Q3CJ00+,30MAR2020:17:00:00,1103,Interna,-34.588796,-58.381519999999995
48Q3CH00+,30MAR2020:17:00:00,62,Egreso,-34.579632000000004,-58.427732999999996
48Q3CH00+,30MAR2020:17:00:00,454,Interna,-34.579632000000004,-58.427732999999996
48Q39J00+,30MAR2020:17:00:00,2629,Interna,-34.60855,-58.372951
48Q39H00+,30MAR2020:17:00:00,2438,Interna,-34.618036,-58.410236
48Q39G00+,30MAR2020:17:00:00,31,Interna,-34.633299,-58.468593999999996
48Q39G00+,30MAR2020:17:00:00,2014,Egreso,-34.633299,-58.468593999999996
48Q3CH00+,30MAR2020:16:00:00,69,Egreso,-34.579632000000004,-58.427732999999996
48Q3FG00+,30MAR2020:16:00:00,81,Interna,-34.53698,-58.470968000000006
48Q3CJ00+,30MAR2020:16:00:00,797,Ingreso,-34.588796,-58.381519999999995
48Q3CJ00+,30MAR2020:16:00:00,868,Egreso,-34.588796,-58.381519999999995
48Q3CJ00+,30MAR2020:16:00:00,1019,Interna,-34.588796,-58.381519999999995
48Q3CH00+,30MAR2020:16:00:00,277,Interna,-34.579632000000004,-58.427732999999996
48Q39J00+,30MAR2020:16:00:00,2346,Interna,-34.60855,-58.372951
48Q39H00+,30MAR2020:16:00:00,2458,Interna,-34.618036,-58.410236
48Q39G00+,30MAR2020:16:00:00,2004,Ingreso,-34.633299,-58.468593999999996
48Q39G00+,30MAR2020:16:00:00,1906,Egreso,-34.633299,-58.468593999999996
48Q39G00+,30MAR2020:16:00:00,87,Interna,-34.633299,-58.468593999999996
48Q39G00+,30MAR2020:15:00:00,128,Interna,-34.633299,-58.468593999999996
48Q3FG00+,30MAR2020:15:00:00,33,Interna,-34.53698,-58.470968000000006
48Q3CJ00+,30MAR2020:15:00:00,925,Ingreso,-34.588796,-58.381519999999995
48Q3CJ00+,30MAR2020:15:00:00,958,Interna,-34.588796,-58.381519999999995
48Q3CJ00+,30MAR2020:15:00:00,1004,Egreso,-34.588796,-58.381519999999995
48Q3CH00+,30MAR2020:15:00:00,373,Interna,-34.579632000000004,-58.427732999999996
48Q3CH00+,30MAR2020:15:00:00,59,Egreso,-34.579632000000004,-58.427732999999996
48Q39J00+,30MAR2020:15:00:00,2653,Interna,-34.60855,-58.372951
48Q39H00+,30MAR2020:15:00:00,2462,Interna,-34.618036,-58.410236
48Q39G00+,30MAR2020:15:00:00,2098,Ingreso,-34.633299,-58.468593999999996
48Q39G00+,30MAR2020:15:00:00,2020,Egreso,-34.633299,-58.468593999999996
48Q3CH00+,30MAR2020:14:00:00,557,Interna,-34.579632000000004,-58.427732999999996
48Q3FG00+,30MAR2020:14:00:00,39,Interna,-34.53698,-58.470968000000006
48Q3CJ00+,30MAR2020:14:00:00,925,Ingreso,-34.588796,-58.381519999999995
48Q3CJ00+,30MAR2020:14:00:00,1119,Interna,-34.588796,-58.381519999999995
48Q3CJ00+,30MAR2020:14:00:00,1022,Egreso,-34.588796,-58.381519999999995
48Q3CH00+,30MAR2020:14:00:00,69,Egreso,-34.579632000000004,-58.427732999999996
48Q39J00+,30MAR2020:14:00:00,2832,Interna,-34.60855,-58.372951
48Q39H00+,30MAR2020:14:00:00,3273,Interna,-34.618036,-58.410236
48Q39G00+,30MAR2020:14:00:00,2562,Ingreso,-34.633299,-58.468593999999996
48Q39G00+,30MAR2020:14:00:00,101,Interna,-34.633299,-58.468593999999996
48Q39G00+,30MAR2020:14:00:00,2577,Egreso,-34.633299,-58.468593999999996
48Q39G00+,30MAR2020:13:00:00,2366,Egreso,-34.633299,-58.468593999999996
48Q3FG00+,30MAR2020:13:00:00,65,Interna,-34.53698,-58.470968000000006
48Q3CJ00+,30MAR2020:13:00:00,980,Ingreso,-34.588796,-58.381519999999995
48Q3CJ00+,30MAR2020:13:00:00,1047,Egreso,-34.588796,-58.381519999999995
48Q3CJ00+,30MAR2020:13:00:00,1246,Interna,-34.588796,-58.381519999999995
48Q3CH00+,30MAR2020:13:00:00,59,Egreso,-34.579632000000004,-58.427732999999996
48Q3CH00+,30MAR2020:13:00:00,696,Interna,-34.579632000000004,-58.427732999999996
48Q39J00+,30MAR2020:13:00:00,3477,Interna,-34.60855,-58.372951
48Q39H00+,30MAR2020:13:00:00,3518,Interna,-34.618036,-58.410236
48Q39G00+,30MAR2020:13:00:00,2727,Ingreso,-34.633299,-58.468593999999996
48Q39G00+,30MAR2020:13:00:00,139,Interna,-34.633299,-58.468593999999996
48Q39G00+,30MAR2020:12:00:00,2545,Ingreso,-34.633299,-58.468593999999996
48Q3FG00+,30MAR2020:12:00:00,67,Interna,-34.53698,-58.470968000000006
48Q3CJ00+,30MAR2020:12:00:00,906,Ingreso,-34.588796,-58.381519999999995
48Q3CJ00+,30MAR2020:12:00:00,1329,Interna,-34.588796,-58.381519999999995
48Q3CJ00+,30MAR2020:12:00:00,945,Egreso,-34.588796,-58.381519999999995
48Q3CH00+,30MAR2020:12:00:00,701,Interna,-34.579632000000004,-58.427732999999996
48Q39G00+,30MAR2020:12:00:00,208,Interna,-34.633299,-58.468593999999996
48Q3CH00+,30MAR2020:12:00:00,70,Egreso,-34.579632000000004,-58.427732999999996
48Q39J00+,30MAR2020:12:00:00,3657,Interna,-34.60855,-58.372951
48Q39H00+,30MAR2020:12:00:00,2676,Interna,-34.618036,-58.410236
48Q39G00+,30MAR2020:12:00:00,2267,Egreso,-34.633299,-58.468593999999996
48Q39G00+,30MAR2020:11:00:00,136,Interna,-34.633299,-58.468593999999996
48Q3FG00+,30MAR2020:11:00:00,64,Interna,-34.53698,-58.470968000000006
48Q3CJ00+,30MAR2020:11:00:00,1261,Interna,-34.588796,-58.381519999999995
48Q3CJ00+,30MAR2020:11:00:00,848,Ingreso,-34.588796,-58.381519999999995
48Q3CJ00+,30MAR2020:11:00:00,893,Egreso,-34.588796,-58.381519999999995
48Q3CH00+,30MAR2020:11:00:00,622,Interna,-34.579632000000004,-58.427732999999996
48Q3CH00+,30MAR2020:11:00:00,46,Egreso,-34.579632000000004,-58.427732999999996
48Q39J00+,30MAR2020:11:00:00,3524,Interna,-34.60855,-58.372951
48Q39H00+,30MAR2020:11:00:00,2138,Interna,-34.618036,-58.410236
48Q39G00+,30MAR2020:11:00:00,2318,Ingreso,-34.633299,-58.468593999999996
48Q39G00+,30MAR2020:11:00:00,2018,Egreso,-34.633299,-58.468593999999996
48Q39G00+,30MAR2020:10:00:00,1753,Egreso,-34.633299,-58.468593999999996
48Q3FG00+,30MAR2020:10:00:00,103,Interna,-34.53698,-58.470968000000006
